month,date,yoy_num,yoy_vol
84,2007-01,.0014491256349351,.0132087899482755
85,2007-02,.0459300905747644,.0884785156641665
86,2007-03,.0141189939174439,.0404595322079598
87,2007-04,.0156347568283721,.0291102712945129
88,2007-05,.0352208446401507,.0487768798641148
89,2007-06,-.0182494650128124,-.0237433358855328
90,2007-07,-.0255148097035283,-.0426446172411682
91,2007-08,-.0193990802106681,-.0200251728325221
92,2007-09,-.0222262847968692,-.0138582186638564
93,2007-10,.0344413066981488,.0557845380094908
94,2007-11,-.0103882480841528,.0091157069079964
95,2007-12,-.0220490570434818,.0045067858640573
96,2008-01,-.0266957970351681,-.027568618485682
97,2008-02,-.0126914157468768,-.0343181615002778
98,2008-03,-.0608036617402023,-.0794211238915598
99,2008-04,-.0196907264603585,-.0372434599659521
100,2008-05,-.0748473735516953,-.0997347137228749
101,2008-06,-.0895101815956644,-.1247881840773864
102,2008-07,-.1344288248942273,-.1688086173858357
103,2008-08,-.1835264458211484,-.2083011814392268
104,2008-09,-.1874073401372214,-.219622837573877
105,2008-10,-.3043627518238066,-.3440182905195076
106,2008-11,-.3201551462778469,-.3634148507574065
107,2008-12,-.2752841927171561,-.3225863127466268
108,2009-01,-.2743580961331152,-.304658274381342
109,2009-02,-.3195611678580415,-.3578621856977065
110,2009-03,-.3055001357194129,-.3328142607131069
111,2009-04,-.3214658871996032,-.3428613052536478
112,2009-05,-.3054328526914773,-.3142030657412724
113,2009-06,-.2385461222322168,-.2361493680742231
114,2009-07,-.160766739236758,-.1736997707305796
115,2009-08,.0136658436892094,-.0161429171483544
116,2009-09,-.1938355256715827,-.1949216229090804
117,2009-10,-.0560577434444513,-.025994798323889
118,2009-11,.0186162391287824,.0598113437861052
119,2009-12,.0339843832125826,.0837173828174505
120,2010-01,-.0173272959198098,.0191805224360766
121,2010-02,.0295754072728503,.078669345301067
122,2010-03,.2169091602130901,.2729371763743506
123,2010-04,.1912982749306318,.2391102906467238
124,2010-05,.1482790652286894,.2001849920376134
125,2010-06,.1382765457576993,.1761605897927714
126,2010-07,.1219304981847043,.177276862866104
127,2010-08,-.0383242653009044,.0007014223200422
128,2010-09,.2899770765546822,.3124601340380156
129,2010-10,.2569755273890359,.2768878909616257
130,2010-11,.2661282371318359,.2817994478043566
