month,date,younger-than-30_yoy,30-44_yoy,45-64_yoy,65-and-older_yoy
84,2007-01,.0516821077578882,-.0141168480596961,-.0097529889426991,.0218396767204736
85,2007-02,.0788756337650435,.014424233444678,.0547058516469168,.1054078074793189
86,2007-03,.0707461345147366,-.0181272905844093,.0220300081460115,-.0151626389313754
87,2007-04,.0253202118517236,.0027177932945731,.0188476170838535,.0459306822554501
88,2007-05,.0270567451097021,.0071111235198252,.0526684683113941,.1369612577888149
89,2007-06,-.0028421598516139,-.0538589311336827,.0100943994647789,-.0064228022258896
90,2007-07,-.0147462256824972,-.0551399578477649,-.0144838092622982,.063205654651979
91,2007-08,.0120071294848383,-.0534132890576488,-.0093613607759375,.0175957275995672
92,2007-09,-.0481283286126201,-.0466256440259964,.006964937930588,.0590565945443583
93,2007-10,.0110399808000332,.0046746094042617,.0556843531589738,.1646218609122394
94,2007-11,-.0314202365431823,-.0215859204790689,.0045120479913155,.0601971120788445
95,2007-12,-.0682643603300239,-.0350892384987044,.0057202712982255,.0594422139038926
96,2008-01,-.0905977570687557,-.0607935653937612,.0308479734403097,.0712216681100131
97,2008-02,-.0829341498509802,-.0172190266757473,.0256307276643917,.0514901126449293
98,2008-03,-.1403343106965967,-.0757029921292712,-.0171054438529457,.0651632965083565
99,2008-04,-.0893357388057837,-.0639189244290571,.0375672471961339,.1485120551773345
100,2008-05,-.1468363017159631,-.0929804632840177,-.0263847435561924,-.0049880073429906
101,2008-06,-.1590207479941073,-.098563245010354,-.059088538678602,.0325421062882886
102,2008-07,-.1724652129212755,-.1582799105155762,-.1029349811360433,-.0620979030505722
103,2008-08,-.2543155103683674,-.2093323919510382,-.1307730918688565,-.1031622709077249
104,2008-09,-.2614479129002448,-.2071392296641721,-.1432620302846611,-.0859467615044718
105,2008-10,-.3227424490280363,-.3265170825009218,-.2842808542474635,-.2365066562137221
106,2008-11,-.3674106965188267,-.3519924897787293,-.2822258814330335,-.2130213332641535
107,2008-12,-.2992397938392926,-.3131837492898943,-.2449309201279715,-.1666099169095105
108,2009-01,-.340533894222443,-.3127007161021323,-.2355339181111074,-.1280584936918566
109,2009-02,-.3787538705795795,-.3532680707174014,-.2923838793761549,-.1302956630852476
110,2009-03,-.334421601571776,-.3488448750502333,-.2841600677222241,-.1440851505038396
111,2009-04,-.3539540553108236,-.3556781903414016,-.299166843500758,-.2009609784507861
112,2009-05,-.3480914750569285,-.3508413602972079,-.2746088992018076,-.1335333151531673
113,2009-06,-.315194303286054,-.2887369699943149,-.2037660567106482,.011713244401418
114,2009-07,-.2759213057527515,-.2211687040725218,-.0886468349695498,.0361132091915291
115,2009-08,-.1760179070522742,-.0822329305520571,.1312621801794628,.3131272565938438
116,2009-09,-.2370756791943412,-.2164839429011952,-.1755745922443113,-.0787722858995629
117,2009-10,-.1645008038646456,-.0758555789681431,-.0002221568749508,.0652031179807177
118,2009-11,-.089479668001312,.0134066987459822,.0583193495176918,.1501587789950213
119,2009-12,-.0472329304148976,.0087013332995045,.0590073272291012,.2173382432532806
120,2010-01,-.0845323612195351,.0128830154117989,-.0310886026265153,.0540539306136615
121,2010-02,.0156892802231034,.047914619929848,.0286810196602777,-.0003471721252346
122,2010-03,.1205893432673386,.2412076214868042,.2458406884905554,.2039513781368197
123,2010-04,.1083254896783186,.1891461014736636,.2166881775679025,.2674052747306142
124,2010-05,.124450842352863,.1666656857702138,.1354777099341194,.1842681960180914
125,2010-06,.1442015209125481,.1697631306969978,.1207367591803719,.104325341682644
126,2010-07,.174885279773202,.1722324179245953,.0668034801415655,.1182074026825178
127,2010-08,.097832503381798,.0356822421079971,-.130045143201374,-.0677142649093429
128,2010-09,.3008327946153554,.2770072346820989,.2810881334333157,.3682093475031411
129,2010-10,.2416514100322144,.2640659832906231,.24979416402685,.3036589039508736
130,2010-11,.2708679837527577,.2544997381387553,.2654336317593952,.3041677613508806
131,2010-12,.2243435444826198,.241225008772161,.2440777361895127,.2106336794204585
132,2011-01,.218490528643551,.2119285582824544,.244992803861047,.2908316470450593
133,2011-02,.3104205401424673,.293540152909493,.2927004213448038,.3453532688361177
134,2011-03,.1902129445831818,.1459262156172595,.1107159478210382,.1396535623213646
135,2011-04,.1702042220100166,.1924592038088499,.1055907803195281,.0618619942681332
136,2011-05,.110298837852795,.1488665759981271,.0945718643065214,.0958961638909665
137,2011-06,.1051594540023329,.0987564919606274,.0669499070412945,.0391099359689079
138,2011-07,.0625295018804522,.0685424192902317,.0408713675420433,-.0128503684294658
139,2011-08,.1172603626397149,.1367448054699063,.0951974975227805,.0780687147155222
140,2011-09,.138874678437792,.1466514708376601,.0972429928676799,.0830822169511916
141,2011-10,.0905642153739367,.1282936145752419,.1068131279165345,.1597990735770383
142,2011-11,.1621579638216398,.1432227379129219,.1092453765125239,.1117642965193153
143,2011-12,.1093884485768426,.1536394530941276,.1102282917077044,.1545008749000877
144,2012-01,.1499517396208082,.1174981099809511,.0741710194154132,.142956408483327
145,2012-02,.1730803253950364,.1783056109791006,.109288367912956,.2425096803392729
146,2012-03,.1432768638515619,.1105702974673676,.0761867688676144,.1650839283546516
147,2012-04,.1080604484375625,.0953544575259484,.0928899916935966,.1730740877812185
148,2012-05,.1757255857768739,.1596917905060661,.158148458722008,.2852228635753977
149,2012-06,.1304432376958766,.146704814433055,.1454829644809583,.189345375505463
150,2012-07,.1678804723497682,.1328576193002975,.1368815962756517,.2761996082004854
151,2012-08,.1610555997266252,.1183739603693152,.141856689312797,.2722095837016215
