month,date,deep-subprime_yoy,subprime_yoy,near-prime_yoy,prime_yoy,super-prime_yoy
96,2008-01,-.0865581103822507,-.0623786399819248,-.0646695705619847,-.0273860656901038,.0313933994193197
97,2008-02,-.0958122642721633,-.0793101141905126,-.0762083787036501,.0252873118446001,.0631021588183496
98,2008-03,-.2014778411893191,-.1913344022265251,-.1145609401152512,-.0527478141223893,.0569254957842295
99,2008-04,-.1899833932437826,-.1257894841989,-.0848247792578674,-.0095801784508188,.1013770631059898
100,2008-05,-.2397596195147086,-.2079176264941212,-.1479283946133486,-.0641229193341876,.0495163280153099
101,2008-06,-.248303457106274,-.2216714662429808,-.1752759105451961,-.0758770824774634,.033598916802652
102,2008-07,-.2849493933359337,-.2299528010138026,-.1956369982547987,-.1123480635750565,-.0534335911476768
103,2008-08,-.360655769914669,-.294659350285791,-.2470721735043257,-.185703056540417,-.0727991101498677
104,2008-09,-.3445465857551201,-.3093405712093142,-.2816502354276087,-.1824412564276214,-.0742691580591252
105,2008-10,-.431441011709438,-.4201717237042488,-.3758562339096067,-.2986925998665724,-.2133628397556384
106,2008-11,-.4787639156345073,-.4392754846934553,-.3903002026508798,-.3326457381457932,-.2014760383824849
107,2008-12,-.4400354579686102,-.384977161101094,-.3597208385249077,-.2859531546066544,-.1695670700945792
108,2009-01,-.4475651338160065,-.4364835180185994,-.3764385952609144,-.2783092481997592,-.1256542576836154
109,2009-02,-.4309487635499588,-.4451041319257555,-.4014978373670229,-.353008887966335,-.2028465839914666
110,2009-03,-.4088150757604174,-.4335157041540019,-.3869907378847837,-.317022107409372,-.2168726429055067
111,2009-04,-.4104086595230619,-.446162736033848,-.4131228135682122,-.3421272570187743,-.2450090022342892
112,2009-05,-.4383593657707262,-.4356839883272342,-.3876551574063897,-.321258886683283,-.2240006628912338
113,2009-06,-.3769641868585791,-.3834510523835001,-.3267558307270687,-.2619087910434934,-.1334408919746259
114,2009-07,-.3505458032581673,-.3512156985938517,-.2790168445136987,-.2184969005927335,-.0171979998156863
115,2009-08,-.2609496004917028,-.1934646522696666,-.1546502425225479,-.0139166749295712,.1733484993527289
116,2009-09,-.3255114920193831,-.2976958105646635,-.2447553108979818,-.1823231279495611,-.1325823326156282
117,2009-10,-.1929394280081929,-.1745059237747683,-.1515412584658448,-.0731223751761005,.0405054118607171
118,2009-11,-.1282916741357376,-.0687922237445076,-.0949829791851706,.0545742347928034,.0894996335150483
119,2009-12,-.0647940887336096,-.0427008384372956,-.0305467870825153,.0163181168614924,.0900694202787425
120,2010-01,-.046085066379681,.0005763545882158,-.0199393530435944,-.0338861479914358,-.0074532882812324
121,2010-02,.0868249508804794,.0418940390257267,.0057341874494686,.0484095324846645,.0007875342518829
122,2010-03,.1575113989985299,.2952111559923823,.1655908568142621,.2269210856634169,.226313212040838
123,2010-04,.147317871904009,.2700136165095759,.1887175447632314,.183825291638495,.1948763501876342
124,2010-05,.2027938453096767,.2652673545966226,.1591862454525806,.1531785764023777,.1200806522285038
125,2010-06,.2066238914614769,.2710049376045429,.1737330524967893,.1320553528699968,.0938220422436292
126,2010-07,.2355780920508758,.2315755301471313,.1409352825510803,.1642209496540206,.0688268782177097
127,2010-08,.1985471148128588,.0950083210589734,.0096093535160651,-.0342535031319682,-.105097525336259
128,2010-09,.4353275307338904,.4080245872939715,.3298935073284153,.2256701242363416,.2585783487910085
129,2010-10,.3548205502521312,.3581293118477751,.2716146599636123,.2416444193976987,.2235300779586056
130,2010-11,.3951589443168244,.3814899135629456,.289781508126831,.2066258945774849,.2296777505345713
131,2010-12,.3449307118322859,.3468622079769417,.227328729235462,.2235432946758918,.1966560152613458
132,2011-01,.1845504853892694,.3038302405668554,.2452069989927366,.2400791334098524,.2136679838903129
133,2011-02,.3136816281843779,.4158998874819358,.2958716730978522,.293968478156197,.2586382777196051
134,2011-03,.2408516536651416,.2734939963799833,.2532915631147584,.1298416842488736,.0563139582544012
135,2011-04,.2455631517160423,.2722669340091159,.1998419818533995,.1674671310347554,.0690726173547186
136,2011-05,.2778612024558534,.2434153213100773,.1658870825010751,.0924793582792522,.0571897251132485
137,2011-06,.2199029246515451,.1965511627275926,.1619520782517335,.0860275372987983,.0045881128892203
138,2011-07,.1890378512213354,.2299210558059943,.1156912581900152,.0724134917070789,-.0342320385152498
139,2011-08,.2573143441983109,.245048586090184,.2086591400844068,.1347888799059234,.0252885368687867
140,2011-09,.2488001563082828,.2219853191744107,.1481705862411018,.1313344894378687,.0531581861668353
141,2011-10,.2113469583221841,.2052117861187132,.1452680570629591,.0851827924928358,.0725841714035859
142,2011-11,.2643368660214846,.2570704590002875,.238199515895233,.1296751082675398,.0456708473373691
143,2011-12,.2707778340415231,.2376608402896285,.2062381562099872,.1312331242277181,.0627441228050342
144,2012-01,.2954573688351488,.2523491016883133,.1995897414893539,.0889600687874955,.0203197422564741
145,2012-02,.3105098941010934,.2954659136748691,.2399558435691648,.1087031662160044,.0710122409737839
146,2012-03,.3146722710469504,.211375685206872,.1713428135609902,.0981391843364217,.0143288274828888
147,2012-04,.2556288616609068,.2066030680553793,.1457027847993723,.0843649682579295,.0360411130847243
148,2012-05,.2761033513320544,.2768974487019919,.246158808986814,.1791286185138753,.0995438361914825
149,2012-06,.2290183559457299,.2665290896102865,.1914191595204121,.1441022764441827,.0832698465024701
150,2012-07,.2190068096400195,.2118877410168121,.2119859122010983,.1178182482469832,.1099331509876766
151,2012-08,.1994332260859484,.2187031937843105,.1737585868995493,.1038122185835714,.1204259731411307
152,2012-09,.143304573423112,.153403502425016,.1455320893992219,.0797167380050645,.0330480971634904
153,2012-10,.1675309876514491,.194189788574341,.1658385269927998,.1118461824964815,.0254503464500702
