month,date,yoy_num,yoy_vol
72,2006-01,-0.337697124589219,-0.753802687877969
73,2006-02,-0.13676205675045,-0.399647440755367
74,2006-03,-0.150066753100284,-0.430536899111274
75,2006-04,-0.00391096518758149,-0.0461085430631709
76,2006-05,-0.0576597937112958,-0.245343989665455
77,2006-06,0.0264577943308788,0.0216174352493519
78,2006-07,0.0207164080554638,0.0740449301127897
79,2006-08,-0.00567120400162835,0.106221263565576
80,2006-09,0.090320724866964,0.189853832933067
81,2006-10,-0.0784296199187597,-0.130450872487897
82,2006-11,0.0122020236095175,0.194513135638139
83,2006-12,-0.0312481717947418,-0.0340801954188232
84,2007-01,-0.140969162995595,-0.0582605516025202
85,2007-02,-0.0528914160866094,0.0257731860829009
86,2007-03,-0.0208681845246533,0.191739649147559
87,2007-04,-0.110249367156784,-0.0561172356669155
88,2007-05,-0.0361808405038564,0.0527278273612004
89,2007-06,0.0745078053158135,0.270825213832208
90,2007-07,0.015964144208666,0.056041992973175
91,2007-08,0.0301665638494757,0.030314561021221
92,2007-09,-0.0995581057907927,-0.0911187638844533
93,2007-10,-0.0847486852314855,-0.0653204343094491
94,2007-11,-0.070647848289441,-0.112472856987004
95,2007-12,-0.102374520405657,-0.137259020106702
96,2008-01,-0.061962539757333,-0.118210373708718
97,2008-02,-0.0395492757802276,-0.0942385853486812
98,2008-03,-0.136321779167753,-0.232920989389949
99,2008-04,-0.127720944309927,-0.164097776023992
100,2008-05,-0.103221329397316,-0.12775539446177
101,2008-06,-0.222505774148313,-0.329260132100712
102,2008-07,-0.171072529021842,-0.170158788333013
103,2008-08,-0.117813260456533,-0.104171728363171
104,2008-09,-0.160361350180065,-0.194699538083152
105,2008-10,-0.0392391201959307,-0.0660284429261668
106,2008-11,-0.140924554921695,-0.10448311061189
107,2008-12,-0.101819396883276,-0.10125200201656
108,2009-01,-0.097521871991293,-0.0294238933294384
109,2009-02,-0.152836797536567,-0.0972596501402246
110,2009-03,-0.103770611626332,-0.0550764854704761
111,2009-04,-0.0836187244319069,-0.110687199772893
112,2009-05,-0.0872080526196194,-0.079790009153944
113,2009-06,-0.11104774913964,-0.113610257382142
114,2009-07,-0.0893765859680407,-0.12738877138987
115,2009-08,-0.152794233807267,-0.184564793197542
116,2009-09,-0.0196644324575815,-0.0586701702476047
117,2009-10,-0.153139572648001,-0.176874514231093
118,2009-11,-0.0264853374930656,-0.126888267591296
119,2009-12,-0.0206817572752347,-0.151654154322579
120,2010-01,-0.0658323786022738,-0.214845344444125
121,2010-02,-0.116718841580605,-0.266633536040238
122,2010-03,-0.105557717056236,-0.297919731581915
123,2010-04,-0.132441253758018,-0.198422748900378
124,2010-05,-0.108814565125245,-0.227955451667758
125,2010-06,-0.126329608688517,-0.250392121262408
126,2010-07,-0.0878760035548057,-0.162879670522976
127,2010-08,-0.0993677524619777,-0.169901087309332
128,2010-09,-0.0935537214596635,-0.175323298112638
129,2010-10,-0.022026049204052,-0.109665664108044
130,2010-11,-0.0342810072161633,-0.12215765911499
131,2010-12,-0.0600785932087581,-0.214638850893124
132,2011-01,-0.0177259185700099,-0.000191595242866049
133,2011-02,0.140923026275179,0.108194932318875
134,2011-03,0.0631232014990297,0.0624010265895438
135,2011-04,0.158508056772752,0.158295903902714
136,2011-05,0.0372274566648547,0.103958515187646
137,2011-06,0.125702235199699,0.164440811584553
138,2011-07,0.100322021302948,0.222050899269373
139,2011-08,0.0891658444268315,0.170293418030856
140,2011-09,0.0887456334824972,0.192967403010435
141,2011-10,0.000939654917280874,0.115372366451365
142,2011-11,0.0418601933806562,0.142126202049254
143,2011-12,0.0522207092598721,0.200830330942528
144,2012-01,0.0416013749178588,0.162087356710016
145,2012-02,0.0493146979260595,0.218124683182785
146,2012-03,0.0709497206703911,0.237313147292665
147,2012-04,0.251640659729809,0.344419941255369
148,2012-05,0.0153726335097206,0.0933174205359699
149,2012-06,-0.000546079226994567,0.0780892963105326
150,2012-07,0.921604382410326,0.897271178533987
151,2012-08,0.0489414944568616,0.0963991064780774
152,2012-09,0.0401547882931961,0.0811156986657
153,2012-10,0.0553802029818973,0.0779269398674756
154,2012-11,0.142107329108955,0.151515452022893
155,2012-12,0.178524842879165,0.239944166175669
156,2013-01,0.185683781422886,0.22853576234386
157,2013-02,0.424520276018527,0.74846940582032
158,2013-03,0.160755875891762,0.238561461162465
159,2013-04,-0.0879971586633679,-0.00287180382620877
160,2013-05,0.196617896902487,0.20632136825449
161,2013-06,0.168948299020315,0.21432864557901
162,2013-07,-0.384017448149551,-0.341176307203945
163,2013-08,0.177669861675468,0.181405383209002
164,2013-09,0.0899811455692088,0.0904670573527444
165,2013-10,0.0842444405533183,0.0751602597801184
166,2013-11,0.0333338243188395,0.056958084993459
167,2013-12,0.00296169267079494,-0.00599883761739994
168,2014-01,-0.0617436552309384,-0.0664044438089435
169,2014-02,-0.269305362852145,-0.380048568266734
170,2014-03,-0.0500958939659593,-0.0351074456005894
171,2014-04,0.00427389918218357,-0.00815098366893474
172,2014-05,-0.0354017025406316,0.00640438932245591
173,2014-06,0.0273142452796504,0.149254637467128
174,2014-07,0.00777562580632885,0.121253062593275
175,2014-08,0.0418009136811734,0.155500976392901
176,2014-09,0.00493090764489512,0.113787493055288
177,2014-10,0.0744623812200023,0.148013643280739
178,2014-11,0.0759324562646948,0.147022693709025
179,2014-12,-0.0122283408756338,0.0472026731310544
180,2015-01,0.097651626412296,0.175694459809511
181,2015-02,0.0288353776710031,0.0794856653914702
182,2015-03,0.0466674440687,0.103721793668127
