month,date,num,num_unadj
60,2005-01,7095313.08213823,5371476
61,2005-02,5162030.74567119,3970224
62,2005-03,5204485.96522733,4979544
63,2005-04,4745849.77801877,4473576
64,2005-05,4634230.73689822,4797936
65,2005-06,4354242.28539019,4220760
66,2005-07,4226326.85904466,4070976
67,2005-08,4264901.36141597,4303848
68,2005-09,4293689.06618281,4004928
69,2005-10,4682273.69160861,4833072
70,2005-11,4290077.10136743,5406972
71,2005-12,4488178.45710836,6153576
72,2006-01,4753104.16324146,3557544
73,2006-02,4451927.3551607,3427248
74,2006-03,4441228.34002562,4232280
75,2006-04,4678847.19356847,4456080
76,2006-05,4410487.4032201,4521288
77,2006-06,4473973.67940355,4332432
78,2006-07,4308069.13368157,4155312
79,2006-08,4249710.25602377,4279440
80,2006-09,4618115.3098587,4366656
81,2006-10,4365636.15837048,4454016
82,2006-11,4330246.03813939,5472948
83,2006-12,4290180.55227879,5961288
84,2007-01,4128799.92717415,3056040
85,2007-02,4219282.59956911,3245976
86,2007-03,4332115.97344174,4143960
87,2007-04,4216877.78011367,3964800
88,2007-05,4245323.14742132,4357704
89,2007-06,4764642.90539716,4655232
90,2007-07,4409751.14637617,4221648
91,2007-08,4399442.58653991,4408536
92,2007-09,4097604.37858543,3931920
93,2007-10,4044687.52506409,4076544
94,2007-11,3999402.21748714,5086296
95,2007-12,3838723.48281544,5351004
96,2008-01,3885830.91563643,2866680
97,2008-02,3927227.66251306,3117600
98,2008-03,3720623.17100769,3579048
99,2008-04,3723629.92590935,3458412
100,2008-05,3767102.48211565,3907896
101,2008-06,3719748.05770827,3619416
102,2008-07,3682669.40608067,3499440
103,2008-08,3820090.95970852,3889152
104,2008-09,3499282.74979955,3301392
105,2008-10,3904276.47668343,3916584
106,2008-11,3338529.17651775,4369512
107,2008-12,3510445.35608761,4806168
108,2009-01,3471882.66209844,2587116
109,2009-02,3430170.89982936,2641116
110,2009-03,3382659.40324626,3207648
111,2009-04,3408672.95847598,3169224
112,2009-05,3407218.22116427,3567096
113,2009-06,3364707.9763712,3217488
114,2009-07,3348919.93677941,3186672
115,2009-08,3258652.71852686,3294912
116,2009-09,3422906.8034742,3236472
117,2009-10,3293263.51628712,3316800
118,2009-11,3261609.37994277,4253784
119,2009-12,3415339.67865921,4706768
120,2010-01,3207525.34777831,2416800
121,2010-02,3024086.56713617,2332848
122,2010-03,3055126.23165493,2869056
123,2010-04,2950618.43014855,2749488
124,2010-05,3046878.79780089,3178944
125,2010-06,2965246.50179643,2811024
126,2010-07,3021396.96034038,2906640
127,2010-08,2981821.56844884,2967504
128,2010-09,3098568.67328473,2933688
129,2010-10,3215856.54343479,3243744
130,2010-11,3166785.28089238,4107960
131,2010-12,3189872.79734099,4423992
132,2011-01,3140199.39694271,2373960
133,2011-02,3445438.48114439,2661600
134,2011-03,3240333.8517665,3050160
135,2011-04,3365933.71185983,3185304
136,2011-05,3211425.51229559,3297288
137,2011-06,3360231.40506007,3164376
138,2011-07,3289284.58440875,3198240
139,2011-08,3287392.43373092,3232104
140,2011-09,3387720.14059661,3194040
141,2011-10,3239519.34608768,3246792
142,2011-11,3280330.77944249,4279920
143,2011-12,3309257.88916954,4655016
144,2012-01,3303717.65569589,2472720
145,2012-02,3496151.85342587,2792856
146,2012-03,3428171.80958844,3266568
147,2012-04,4193976.25986992,3986856
148,2012-05,3310921.0422904,3347976
149,2012-06,3330922.09175378,3162648
150,2012-07,6377379.18061359,6145752
151,2012-08,3435747.27784465,3390288
152,2012-09,3464895.63262806,3322296
153,2012-10,3521754.17436778,3426600
154,2012-11,3727938.82261246,4888128
155,2012-12,3869007.32528857,5486052
156,2013-01,3952661.4163416,2931864
157,2013-02,5123571.39640446,3978480
158,2013-03,3939538.42161602,3791688
159,2013-04,3851639.90852082,3636024
160,2013-05,3968676.08724902,4006248
161,2013-06,3854658.54390226,3696972
162,2013-07,3962770.33330068,3785676
163,2013-08,3976102.47678232,3992640
164,2013-09,3851793.85339071,3621240
165,2013-10,3833190.17934054,3715272
166,2013-11,3787560.97757011,5051068
167,2013-12,3947977.06434912,5502300
168,2014-01,3698381.82738726,2750840
169,2014-02,3738068.44694897,2907054
170,2014-03,3755889.90293984,3601740
171,2014-04,3859336.616978,3651564
172,2014-05,3776951.21545063,3864420
173,2014-06,4004528.50719211,3797952
174,2014-07,3984369.0415105,3815112
175,2014-08,4080886.84641459,4159536
176,2014-09,3928710.11721701,3639096
177,2014-10,4126627.3018885,3991920
178,2014-11,4010086.93372231,5434608
179,2014-12,3973674.16082221,5435016
180,2015-01,4006067.0377337,3019464
181,2015-02,3846087.24096519,2990880
182,2015-03,3989224.49280925,3769824
183,2015-04,4004549.82795214,3796272
184,2015-05,4081743.32401672,4233372
185,2015-06,4000610.75077338,3755784
186,2015-07,3958094.93434245,3793680
187,2015-08,3826179.99126165,3906960
188,2015-09,3961474.90766044,3658224
189,2015-10,3831017.41948858,3757272
190,2015-11,3940114.663681,5304072
191,2015-12,3927121.77037086,5331864
192,2016-01,4028526.83975251,3072072
193,2016-02,4071301.82910158,3265573.65609769
194,2016-03,3975663.88770228,3704251.31489496
195,2016-04,4018120.03048006,3858196.38148471
196,2016-05,3983865.58415143,4098853.2288873
197,2016-06,3924429.70530618,3690133.56051256
198,2016-07,3946684.18798695,3867256.0325045
199,2016-08,3990490.78094015,3980653.91208587
200,2016-09,3953744.87042607,3655460.65133906
201,2016-10,3975471.14877575,3945123.93267089
202,2016-11,4011117.72644291,5353875.75426351
203,2016-12,3724696.0319664,5086575.4847262
