month,date,deep-subprime_yoy,subprime_yoy,near-prime_yoy,prime_yoy,super-prime_yoy
96,2008-01,-.28449872931149,-.1808414039432075,-.1713013711177126,-.0933149309233396,-.0243061807721759
97,2008-02,-.3362448876579013,-.1883499242380664,-.1404426107844977,-.1022426724674529,-.180425267452541
98,2008-03,-.3520564349257885,-.2813997824087229,-.2192258864445374,-.1148091662681022,-.0395989720429837
99,2008-04,-.3654772476727103,-.2984022914170765,-.238493967929173,-.1104336797274707,-.0072530622329504
100,2008-05,-.4015708704233307,-.3564284467272438,-.2707103947330223,-.1188711983874794,.0369449462825188
101,2008-06,-.5848546097291907,-.4491177408628029,-.2829765029749506,-.1220070827782588,.1450101018676808
102,2008-07,-.5228953704689715,-.4604718615960059,-.3298709284815259,-.1429609080060921,.328458023431871
103,2008-08,-.5505452657088464,-.4938796743265371,-.3909671649549412,-.2440471789455152,.0264298190134329
104,2008-09,-.4804943016232642,-.4314367055096991,-.3678986882318185,-.2263683622677457,-.0235634123556454
105,2008-10,-.495143273645808,-.5099214086713967,-.4513454195205957,-.3322883307140761,-.1646585781826837
106,2008-11,-.5387181479829386,-.5449398965287321,-.4993030723078977,-.3417388938191283,-.0880835107778423
107,2008-12,-.413792831334037,-.5185861639586442,-.5359806259637049,-.4662856831161031,-.2168615413383422
108,2009-01,-.5326900640826936,-.6319075521342065,-.6213332895981913,-.5207730906307338,-.2337473284564661
109,2009-02,-.5844031442325268,-.6529566525667381,-.6680571828482915,-.5541520449765432,-.2672476268140105
110,2009-03,-.6038088615995091,-.6233091509557486,-.633490668443962,-.5384507445165295,-.2374560603302709
111,2009-04,-.6018153103316809,-.6277342946059382,-.6499776078066262,-.5501903745869642,-.265161999973113
112,2009-05,-.6274410162525014,-.6244401880638525,-.6388296574634182,-.5461546596687832,-.2639838736624145
113,2009-06,-.4878514238990636,-.6424629479198919,-.65782506885188,-.5604938537503389,-.3432216997879967
114,2009-07,-.4676596197258418,-.6052960882995231,-.6506985202614217,-.5751922939961536,-.4682996009757913
115,2009-08,-.5207379756773165,-.6139223997391586,-.6487462092255483,-.5531256573804756,-.3101325307773252
116,2009-09,-.4859069989641324,-.6009442394890377,-.6163850166719468,-.5486960940338366,-.3068528764074806
117,2009-10,-.2511963378049668,-.3831907351185893,-.4989974109849935,-.4747765320579268,-.2412786528091664
118,2009-11,-.2354177723466985,-.3230956641936409,-.4170773072806612,-.4009783810114791,-.2246806244929577
119,2009-12,-.267807653281865,-.2348663966932448,-.2173999539008655,-.2396181041599376,-.1585518112050403
120,2010-01,-.1838641281143938,-.0211741300774544,-.1562740685642185,-.1895627483952765,-.0820011912328463
121,2010-02,-.3578022274484038,-.1171915489228092,-.1216932971679682,-.2046804094058705,-.1179165004439754
122,2010-03,-.1888896828686166,.0670372020193841,-.0189468626248902,-.1405499983545184,-.0928783342748047
123,2010-04,-.2322933300205127,.0456389826135605,.0353896076566303,-.0031388976014657,-.0339538010272171
124,2010-05,-.0825567355492595,.1709408921531565,.0330543600041619,-.0446008295661096,-.0699949205900312
125,2010-06,.016469381749956,.619545933823159,.25350605109399,.0469243345316898,-.0537986477968388
126,2010-07,.0033373197326768,.7362556606786255,.3464260591836112,.1159592437203719,.0030439242317493
127,2010-08,.1927799842371222,.7099263656142292,.4138650990483785,.1818603447347433,.0047489342048672
128,2010-09,.2543335050787577,.8219497196010468,.4996074032529429,.1911485730056137,-.0018154427829617
129,2010-10,-.0001547991192619,.3484365102886399,.2621606959876218,.1630349788429582,-.0255422071341837
130,2010-11,.2358887203632257,.5377792481511785,.3585084025701098,.205497756841809,.019733731814395
131,2010-12,.1641287161478913,.3682817717850157,.2070549377727211,.1662761067752609,.0540782820837873
132,2011-01,.3271502587610791,.3361909778163341,.2837218333749953,.1658829127916128,-.0175007348218461
133,2011-02,.9983516057004284,.7298492496764742,.5027268019548825,.3275726467422803,.0615425296684156
134,2011-03,.8616877693633236,.6683133402700246,.4888320286440518,.3710638383223219,.0813496098894505
135,2011-04,.7738182162633633,.642444692250507,.3537934973262901,.1344061222516517,-.0195049813124912
136,2011-05,.5309311339610684,.4958650051741483,.4698483627283658,.3486143034311706,.0970037166577398
137,2011-06,.4874833761350066,.4590030098303893,.423721419780472,.2546116021024882,.0570749753911363
138,2011-07,.2897821130185292,.1521655789835242,.2632647678433154,.2326433697544768,.0380816663469478
139,2011-08,.3578920910659771,.3661663436753269,.3940471397785434,.3379834034897936,.1019222214660426
140,2011-09,.2311262050939745,.1514550693278668,.1975306480696068,.219705571057444,.1391383222978546
141,2011-10,.068069009501978,.1618320742276213,.2286967318804823,.2163513666596553,.1525485641122178
142,2011-11,.0922468069796723,.1644244143993771,.2164467719980159,.1932817004756491,.1187751506480598
143,2011-12,-.041615256295097,.0732759656274276,.0876553161514273,.1024458307551524,.0627606294876792
144,2012-01,-.1073553777904465,.0766714046221728,.1141021160737102,.1516831995012029,.0575265314443873
145,2012-02,.0532102796584415,.1340787935237108,.1401220840804302,.1482846304761482,.1053075977560535
146,2012-03,-.0362280022638956,-.0010900287957173,.0480513992717209,.0452199354988853,-.0121402957682095
147,2012-04,-.0528250416641634,-.0320469173425217,.083749196798001,.1168417699144726,.0346684389607217
148,2012-05,-.0042425567675102,.0237791964789826,.0306874950440097,.0119302405850106,-.0501913989907562
149,2012-06,-.0913373810400069,-.0671118359425494,.0208484633548166,.0493981382908581,-.0324460546867089
150,2012-07,-.1496218628094791,-.0226356523545388,.0317507692431234,.0523263077006522,-.0265526994538157
