fips_code,state_abbr,value
1,AL,.0745594756427511
2,AK,.1186461364287003
4,AZ,.0850741074684153
5,AR,.1048711218709775
6,CA,.0427417227376262
8,CO,.0512070923810428
9,CT,.0444455106603501
10,DE,.0576461122821331
11,DC,.0413174861681036
12,FL,.0414726270362274
13,GA,-.0452034003849344
15,HI,.2569592750707889
16,ID,.0899668499464654
17,IL,.0626866734893464
18,IN,.0351733908524762
19,IA,.0939415683824523
20,KS,-.0446144687890839
21,KY,.0305855511763338
22,LA,.0382733506670129
23,ME,-.0449936259889576
24,MD,-.0345598048753915
25,MA,.094005840207704
26,MI,.0988895384224075
27,MN,.1724461794210888
28,MS,-.0656804119470143
29,MO,.0833583095247457
30,MT,-.0219671660271931
31,NE,.1788007582655496
32,NV,.1034112491517504
33,NH,.1252246247030137
34,NJ,.0891416751104996
35,NM,-.0252804473728229
36,NY,.0420919549361885
37,NC,.0966593023879614
38,ND,.1316680762865179
39,OH,.0460117591470808
40,OK,-.0003955852427037
41,OR,.0780711474698969
42,PA,.0515438432140551
44,RI,.043490881881438
45,SC,-.081948385777145
46,SD,.3187566774000558
47,TN,-.0010916070891204
48,TX,.063797625329527
49,UT,.196294920088542
50,VT,-.0984228015822945
51,VA,.0652218936502076
53,WA,.0982722416272636
54,WV,-.0120842245948676
55,WI,.1368910745626803
56,WY,-.0405871720267091
