month,date,low_yoy,moderate_yoy,middle_yoy,high_yoy
135,2011-04,.234170930644916,.1738950937546883,.116268330912905,.0754216857134724
136,2011-05,.302409597820785,.2980379728217913,.2224372259429753,.1861352142688212
137,2011-06,.3169450060557517,.2266093099009055,.1804197259402243,.1528965448817129
138,2011-07,.2744977237668832,.1745086199589478,.1038979811870992,.1137537956430281
139,2011-08,.316281635624528,.2625592523668495,.2183110711891403,.1713817102591246
140,2011-09,.1900201095995458,.1938981796642151,.1511680836880851,.1792947744220041
141,2011-10,.1846445019780747,.1738411856997053,.1670129255193224,.1833085646597409
142,2011-11,.1406936067781352,.1702130574879936,.1280049002291606,.1571516545141277
143,2011-12,.1137138435153613,.0923589921287924,.053839387808954,.0715546975963948
144,2012-01,.1577448012308297,.0805540730990843,.0554434225311089,.0849867703422203
145,2012-02,.2343566851605834,.1375184657767601,.1128295923007528,.1142448317923673
146,2012-03,.0601242501651455,.0366779164936069,-.0024848651338617,.0062746666155419
147,2012-04,.1173172203453836,.0661171557313993,.0338764183152622,.0511109733339574
148,2012-05,.0159867981903134,-.0122548428340531,-.0283761605035877,-.0082462675795838
149,2012-06,.0337345424567182,.0115154338117756,-.0421203365126453,-.0016717235410958
150,2012-07,.0186163048572128,-.0097211258530908,-.0118752718037672,.0033160199571982
151,2012-08,.0490008485144133,-.0386674003301486,-.0770017732547967,-.0632027119464433
152,2012-09,-.0057402571125611,-.0444112360069514,-.0556028482231181,-.0814176890489572
153,2012-10,.0242710568548598,.007928732246323,-.0065761430749911,-.0509832462834054
154,2012-11,-.0034680186477069,-.0223198110439879,-.0386795994302812,-.0650279027872211
155,2012-12,.0838046948356806,.0416180343622138,.0227536147209642,.0136968465844586
156,2013-01,.0861690544166945,.0441659806961497,.0314571680594711,.0421258174683639
157,2013-02,-.0282467545313906,-.0123983794191573,-.0305345787029995,-.0361021353799126
158,2013-03,.0557634609219944,.0268253320374312,.0148846570364601,.0318816172668138
159,2013-04,.0850903586793192,.0786411837068495,.0536259264641771,.0277343056075364
160,2013-05,.1076792799237874,.0586759030036597,.0543019682776024,.0378274682960357
161,2013-06,.0254668027731702,.0419872693361435,.0466404299134174,.0483963769099327
162,2013-07,.1515555491153575,.1402168417082575,.1032474100839253,.0741044627847063
163,2013-08,.0677132967209298,.0911438619901151,.0741806664750335,.0829163702480625
164,2013-09,.1971735976333594,.19603008231553,.1386026357280115,.1132527648123634
165,2013-10,.2122845624350832,.1567485989964985,.1001271734790813,.1201069119325983
