month,date,num,num_unadj
72,2006-01,6590423.260758137,5872118.181818184
73,2006-02,7463917.033341941,6621765.151515149
74,2006-03,6960471.692042076,6731455.050505053
75,2006-04,6494033.012917051,6239876.767676771
76,2006-05,6668746.889081225,6665168.686868687
77,2006-06,6768179.807947682,6814475.757575754
78,2006-07,6680371.971335403,6870346.96969697
79,2006-08,7022885.548670691,7570497.979797971
80,2006-09,7802121.679507674,7851637.373737364
81,2006-10,6807901.019268495,7055753.535353526
82,2006-11,6884569.397128789,7532409.595959594
83,2006-12,7122515.288804273,7455824.747474746
84,2007-01,7490845.929469976,6667620.707070713
85,2007-02,7718867.690510135,6825035.858585859
86,2007-03,7385435.341763376,7128567.676767682
87,2007-04,7373245.721845395,7112565.656565661
88,2007-05,7204880.172525063,7203666.666666667
89,2007-06,7088498.395302228,7127902.020202018
90,2007-07,7099556.661740554,7310540.909090907
91,2007-08,7126658.6174852,7662849.999999995
92,2007-09,6937646.533103769,6970478.787878787
93,2007-10,7185967.33305972,7443971.717171717
94,2007-11,6720083.569403948,7383275.252525249
95,2007-12,6745136.427249429,7100207.575757566
96,2008-01,6747407.794574989,5996115.151515149
97,2008-02,6461836.766032476,5670546.969696968
98,2008-03,6370163.871756949,6135545.454545456
99,2008-04,6368016.292486278,6179837.878787877
100,2008-05,6222523.24960992,6226485.858585856
101,2008-06,6165127.192659297,6174992.424242425
102,2008-07,6764362.272022902,6975459.595959598
103,2008-08,5588544.077265472,5978292.42424242
104,2008-09,5511132.499652181,5518354.545454543
105,2008-10,4964875.746977347,5144092.929292925
106,2008-11,4724684.074985388,5235190.909090902
107,2008-12,4296675.407987244,4556278.282828282
108,2009-01,3939932.581431712,3497381.818181817
109,2009-02,3590558.921290332,3117409.090909088
110,2009-03,3663758.7272365,3529984.343434343
111,2009-04,3593040.549169125,3503129.797979798
112,2009-05,3514383.245438386,3516363.131313129
113,2009-06,3355907.706152119,3348779.292929295
114,2009-07,3276288.413987887,3380924.24242424
115,2009-08,3182219.352542237,3387974.747474749
116,2009-09,3173345.348687048,3167910.606060604
117,2009-10,3366459.905562679,3476511.616161615
118,2009-11,3348241.723303774,3745715.151515152
119,2009-12,3468709.92183229,3703264.141414142
120,2010-01,3518484.198360951,3118677.777777776
121,2010-02,3085619.488842913,2653649.999999999
122,2010-03,3297927.951917897,3193143.434343435
123,2010-04,3435009.689252267,3362087.373737374
124,2010-05,3334927.063305332,3342684.848484849
125,2010-06,3428500.876638419,3403037.373737373
126,2010-07,3520181.180410271,3629674.242424239
127,2010-08,3518288.23202419,3725422.222222222
128,2010-09,3595939.279141116,3568256.565656563
129,2010-10,3540405.311098268,3649911.111111112
130,2010-11,3724730.198219361,4191321.212121211
131,2010-12,3807391.405892899,4095514.646464644
132,2011-01,3792843.480718354,3368020.707070707
133,2011-02,3821000.105085346,3261884.848484849
134,2011-03,4107519.008426172,3999236.363636362
135,2011-04,3845756.599842037,3775740.404040403
136,2011-05,4097073.32992008,4111463.131313131
137,2011-06,4096111.303266099,4054887.373737373
138,2011-07,3969702.954279146,4098346.464646464
139,2011-08,4294872.195064504,4528992.929292927
140,2011-09,4247251.544778068,4194803.03030303
141,2011-10,4204004.738801458,4306882.828282825
142,2011-11,4290785.972827903,4821863.636363634
143,2011-12,4062279.465193456,4388968.686868688
144,2012-01,4080850.728399866,3641119.696969695
145,2012-02,4325683.792715825,3678721.717171717
146,2012-03,4144620.461128316,4064672.727272728
147,2012-04,4037482.842554841,3979550.505050503
148,2012-05,4046877.572373461,4068986.86868687
149,2012-06,4054040.398047775,4013646.464646466
150,2012-07,3971350.917903827,4112313.636363634
151,2012-08,4091990.387190287,4292332.828282823
152,2012-09,4023919.445858087,3952673.232323228
153,2012-10,4143110.138633209,4239924.74747475
154,2012-11,4143318.048769497,4624388.888888887
155,2012-12,4186693.645874785,4513282.323232327
156,2013-01,4254110.88316837,3809789.898989898
157,2013-02,4218884.221621661,3588992.424242425
158,2013-03,4248810.987655198,4181661.616161614
159,2013-04,4245858.844031857,4197214.646464644
