month,date,younger-than-30_yoy,30-44_yoy,45-64_yoy,65-and-older_yoy
72,2006-01,0.283663889473984,0.228716312172141,0.2652560298686,1.50588239611838
73,2006-02,0.262466442720872,0.276835906488914,0.27386890150153,0.340790971097972
74,2006-03,0.15282763988391,0.388882430222621,0.170228052927676,0.80825905196241
75,2006-04,0.202283169414286,0.33132748844361,0.285651669730976,0.483838848663045
76,2006-05,0.422429995885506,0.844008815284481,0.649487653310493,0.927706735261564
77,2006-06,0.295601224754106,0.358655505841153,0.606578727000603,0.462394184265073
78,2006-07,0.200658233376051,0.128215369583741,0.366034117460795,0.685703589325844
79,2006-08,0.0609165607611106,0.0230320582469701,0.0514469386014578,0.281366090187751
80,2006-09,-0.0245409784725088,-0.0265142643517411,-0.0383076051912686,-0.0199812322309038
81,2006-10,-0.0803603877743352,-0.14415960088078,-0.0205861298460256,-0.0672415376226464
82,2006-11,-0.0601738623403211,-0.167690704663647,-0.0610794491236507,-0.213814191653184
83,2006-12,-0.127112962631684,-0.265710760704708,-0.0673797356492604,0.368447784897351
84,2007-01,0.0988855112928968,-0.0858603370736839,0.218138683006627,-0.0295879090232943
85,2007-02,-0.0905876096744237,-0.215027892623142,-0.039338232276887,0.173160703975582
86,2007-03,-0.0652905246319652,-0.276382094037533,-0.0137830192052992,0.258795977538962
87,2007-04,-0.0752041617660119,-0.228731730436094,-0.0756315576112381,-0.0321726493920304
88,2007-05,-0.277773745413391,-0.470136053034449,-0.408610233931949,-0.323341128575986
89,2007-06,-0.448155099803857,-0.480504041437359,-0.483263233770557,-0.245902356617402
90,2007-07,-0.416254846289512,-0.430748707507818,-0.408763340802415,-0.149762787172734
91,2007-08,-0.0326087125706752,-0.163218239075045,-0.0657265623337502,-0.00327420335263096
92,2007-09,-0.00141911183791754,-0.103100867066528,-0.0735884575175227,-0.0241740028541779
93,2007-10,-0.185614319825107,-0.294746259338815,-0.181697266317362,0.179906129139401
94,2007-11,-0.260788172437228,-0.296611208804346,-0.241494601412945,0.0548694005863464
95,2007-12,-0.255017621600111,-0.272306868477673,-0.276382835639521,0.0807689622926677
96,2008-01,-0.0562486670303664,-0.129564731040182,-0.204637437271114,0.138604265547687
97,2008-02,0.0371571326899669,-0.0836714463169522,-0.155109814469488,0.0501730554142139
98,2008-03,-0.21311363003532,-0.267807623942247,-0.422763775291389,-0.321294347299793
99,2008-04,-0.17781449608,-0.253917680656174,-0.450019368115743,-0.273963468916025
100,2008-05,-0.175772400352339,-0.273284947221833,-0.443827575143611,0.0269357793834326
101,2008-06,-0.3039008195807,-0.403854577441632,-0.507077729138265,-0.350655435430151
102,2008-07,-0.0782198794128175,-0.0841046698132373,-0.361832749110336,-0.185198763259938
103,2008-08,0.0729983684502034,-0.0443940912230051,-0.159412852780509,-0.171173708687632
104,2008-09,0.238982293949163,0.0620412108021935,0.0343995088147904,0.135621399786589
105,2008-10,0.309894695596801,0.321921247274763,0.0756847273252195,-0.0202185603765361
106,2008-11,-0.0244777485126537,0.0635905508967674,-0.0605782982917171,-0.090314232742616
107,2008-12,0.438404291810065,0.434303217996829,0.287799662082494,-0.139638510509656
108,2009-01,0.282556610790508,0.384781421424548,0.127163722089876,-0.423449239067617
109,2009-02,0.270084715263398,0.380496784605469,-0.0177219480627582,-0.332144729751624
110,2009-03,0.430732353369963,0.5718278041981,0.252560030959062,-0.22659237652832
111,2009-04,0.385575773136216,0.501483710852514,0.382260318534264,-0.242445396518063
112,2009-05,0.441343619043136,0.569050081436612,0.413603309306436,-0.195421481110846
113,2009-06,0.352933343162299,0.50760874040832,0.237856803827738,-0.207456613208378
114,2009-07,0.095293596307364,0.282536628308094,0.178142905217025,0.124646801484215
115,2009-08,0.0908328004859289,0.151553121111832,0.114367007502792,0.0126334417085558
116,2009-09,0.0215990211082349,0.107959756008871,0.101429940796946,-0.040494312326548
117,2009-10,-0.0717892016952807,0.108041398966099,-0.0226543482905612,-0.246850366248495
118,2009-11,0.0994613890448246,0.275015413204538,0.169695563097893,-0.0878698107704311
119,2009-12,-0.0459580323455475,0.120769098742141,0.0658646858618133,-0.272631097859416
120,2010-01,-0.0399849819506648,0.0706716953906787,0.0592538113149628,0.0935820305130903
121,2010-02,0.00401043860139438,0.10670248209433,0.0917879394732155,0.00956286678230311
122,2010-03,0.0781637161439885,0.165578933586412,0.0240532949775314,0.432972608454986
123,2010-04,-0.00108691855180665,0.073662513623185,-0.0139526974363622,-0.066837824934617
124,2010-05,-0.154633395795127,-0.0238939759753054,0.00439687051144055,0.109368978757234
125,2010-06,0.00212974420821399,0.311518547665373,0.257004462236589,0.159886664440042
126,2010-07,-0.18992271154078,-0.104268122815261,-0.185560862294177,-0.492012018711717
127,2010-08,-0.094639847640516,0.0346261925381575,-0.00176994883251602,-0.186442526678879
128,2010-09,-0.117706023176414,0.0711193818978677,0.0762589429765566,0.229280305277734
129,2010-10,-0.147086705247779,-0.0772900209463506,-0.00209121748870666,0.49998409325657
130,2010-11,-0.254008999590404,-0.0963611026389221,-0.0785931770510588,0.196554069649247
131,2010-12,-0.250044130449082,-0.230378862440991,-0.227310116595441,-0.246318516467503
132,2011-01,-0.201639565469941,-0.156825148965352,-0.19833403936346,-0.111039606935186
133,2011-02,-0.227298075741127,-0.1334027194759,-0.168882162335625,-0.181056793398114
134,2011-03,-0.285791345182691,-0.149542500874606,-0.1269132265433,-0.0129768392984226
135,2011-04,-0.216969861306265,0.0481871505519145,-0.0609286007704967,0.256817703404004
136,2011-05,0.0449325702431937,0.19226543715954,0.131483314153018,0.5701893684722
