month,date,num,num_unadj
72,2006-01,1406551.020943202,1232977.777777778
73,2006-02,1484650.396480319,978678.787878788
74,2006-03,1598901.929454962,924689.8989898993
75,2006-04,1438447.458623762,774417.6767676772
76,2006-05,1731531.178821526,1190164.141414141
77,2006-06,2170302.926896492,1462048.98989899
78,2006-07,1789504.180741539,1463313.636363637
79,2006-08,1615264.432171914,4075648.484848485
80,2006-09,1357973.728610544,3006787.373737372
81,2006-10,1537085.910938438,1751374.242424243
82,2006-11,1582361.478369215,1176538.383838384
83,2006-12,1586926.865522763,857463.1313131311
84,2007-01,1541880.000541943,1361513.636363637
85,2007-02,1507912.208505654,1008783.838383839
86,2007-03,1564195.799547575,901444.9494949498
87,2007-04,1507791.474619973,814001.0101010102
88,2007-05,1588649.488874046,1079548.484848485
89,2007-06,1543496.172733774,1035994.444444445
90,2007-07,1501901.962351684,1205299.494949496
91,2007-08,1566821.991201812,3944689.8989899
92,2007-09,1333205.882939981,2969853.030303029
93,2007-10,1463468.439283783,1685243.939393939
94,2007-11,1507130.880386044,1108496.969696969
95,2007-12,1403027.940375822,759886.3636363635
96,2008-01,1514912.806633917,1344039.898989899
97,2008-02,1502557.821709014,1026820.202020202
98,2008-03,1429457.227827691,815420.2020202018
99,2008-04,1512466.870014068,821352.5252525255
100,2008-05,1434359.611630205,950920.7070707076
101,2008-06,1291517.204392156,867285.3535353532
102,2008-07,1585011.007819038,1226455.050505051
103,2008-08,1581625.826804028,3972291.919191919
104,2008-09,1659685.490067463,3776706.565656563
105,2008-10,1746197.666660483,2041122.727272726
106,2008-11,1520319.211420767,1103041.414141414
107,2008-12,1790918.392343007,965018.1818181821
108,2009-01,1722371.20377398,1513461.616161615
109,2009-02,1770370.158417136,1209547.474747474
110,2009-03,1814666.012466591,1021915.151515152
111,2009-04,1773552.599545931,960868.1818181829
112,2009-05,1819688.282334567,1192429.797979797
113,2009-06,1725036.28542321,1157850.505050504
114,2009-07,1774188.765117974,1302060.101010101
115,2009-08,1643872.127744811,4200999.999999998
116,2009-09,1681839.448356824,3926541.41414141
117,2009-10,1698794.782307187,1986837.373737372
118,2009-11,1755969.82834683,1250280.303030303
119,2009-12,1871859.709883877,976526.7676767684
120,2010-01,1772315.530846241,1537795.95959596
121,2010-02,1843589.509325146,1237334.848484848
122,2010-03,2034234.147753568,1116432.828282829
123,2010-04,1746933.538044677,932593.9393939406
124,2010-05,1552123.317202485,1009963.131313132
125,2010-06,1694963.790053295,1140828.787878788
126,2010-07,1538403.917841018,1072733.333333333
127,2010-08,1577431.216433921,4161896.464646463
128,2010-09,1639966.868090114,3947276.262626261
129,2010-10,1642560.321269533,1902975.757575759
130,2010-11,1736312.130466617,1193365.151515151
131,2010-12,1596939.303528678,782985.8585858598
132,2011-01,1611165.26137063,1385641.414141414
133,2011-02,1625402.105039885,1051288.383838383
134,2011-03,1800627.239327893,955339.8989898991
135,2011-04,1914983.170702507,989861.616161617
136,2011-05,1950337.985587892,1284525.252525252
137,2011-06,1920056.088139054,1269297.474747474
138,2011-07,1914736.498410386,1275801.01010101
139,2011-08,2039412.311319978,5649031.31313131
140,2011-09,1910731.884117177,4705818.686868681
141,2011-10,1639303.889518425,1857720.202020203
142,2011-11,1823371.242826456,1181945.95959596
143,2011-12,1813072.53709437,828845.9595959604
144,2012-01,1869330.828284769,1615219.696969697
145,2012-02,1863076.873260097,1182477.272727272
146,2012-03,1914058.363380082,973300.000000001
147,2012-04,1891774.096166814,937292.9292929303
148,2012-05,2031619.107646669,1334414.141414142
149,2012-06,2167010.672660674,1396385.353535354
150,2012-07,2138970.014200725,1379420.202020203
151,2012-08,1869687.990037251,5375558.080808078
152,2012-09,1649498.977278418,4177826.767676765
153,2012-10,1773561.601209865,1967434.343434344
154,2012-11,1659069.666292118,1008266.161616161
155,2012-12,1565640.444544547,685737.8787878793
156,2013-01,1664160.966994812,1443938.383838385
157,2013-02,1633047.108938467,1024523.737373738
158,2013-03,1571983.284183426,773253.0303030311
159,2013-04,1552766.431436906,739650.0000000009
160,2013-05,1520020.473181183,983460.6060606068
161,2013-06,1430659.974492342,885246.9696969702
162,2013-07,1389910.244945203,869844.4444444452
163,2013-08,1505143.835613184,4455528.787878784
164,2013-09,1498045.993451358,3904900.505050506
165,2013-10,1529704.53382492,1655066.666666666
166,2013-11,1538301.135833104,887735.3535353543
167,2013-12,1373561.390818569,597283.838383839
168,2014-01,1504761.058160959,1302831.818181819
169,2014-02,1504314.787896387,938581.3131313137
170,2014-03,1434818.985061711,691119.6969696975
171,2014-04,1487707.060911257,680122.2222222224
172,2014-05,1432735.39822598,898200.0000000006
173,2014-06,1435676.922783612,863287.3737373742
174,2014-07,1428094.052138169,877984.3434343437
175,2014-08,1439136.787915872,4356890.909090908
176,2014-09,1464204.618249397,3907294.949494949
177,2014-10,1411489.614376593,1487057.07070707
178,2014-11,1390162.041016874,777282.8282828289
179,2014-12,1470888.227919488,643162.626262627
180,2015-01,1395497.833518239,1202782.82828283
181,2015-02,1383943.599830402,849353.535353536
182,2015-03,1414195.905873397,676137.8787878796
183,2015-04,1384426.127270595,605725.2525252531
184,2015-05,1348913.56442612,829984.8484848496
185,2015-06,1379485.993191515,807550.505050505
186,2015-07,1412237.631097025,854657.0707070709
187,2015-08,1310118.931331902,4085373.232323231
188,2015-09,1386555.209717569,3715544.444444445
189,2015-10,1351450.972785549,1396063.131313131
190,2015-11,1335411.828303603,733758.0808080822
191,2015-12,1351606.949059394,586275.7575757583
192,2016-01,1321816.168041717,1142910.606060607
193,2016-02,1373152.378497388,823748.4848484856
194,2016-03,1383020.614938946,651330.3030303033
195,2016-04,1329237.825963562,555898.4848484852
196,2016-05,1292583.47820165,798539.3939393949
197,2016-06,1341713.764872371,765792.9292929295
198,2016-07,1205834.225652629,721708.5858585862
199,2016-08,1337144.108236257,4332767.171717171
200,2016-09,1327353.768099586,3496477.272727272
201,2016-10,1252077.505578472,1276509.595959595
202,2016-11,1422689.355920175,772106.0606060618
203,2016-12,1313737.7402076,558669.6969696976
204,2017-01,1315436.854138798,1153817.676767677
205,2017-02,1336582.708217079,781519.1919191924
206,2017-03,1348735.48976828,618659.5959595963
207,2017-04,1245395.922922019,504273.2323232327
208,2017-05,1349731.838375811,851721.2121212124
209,2017-06,1325227.328064763,732185.8585858595
210,2017-07,1228571.957079477,729443.4343434344
211,2017-08,1328406.019725162,4446832.323232324
212,2017-09,1282756.087764731,3305063.636363635
213,2017-10,1304017.187730641,1329031.313131313
214,2017-11,1285264.075282807,689605.5555555563
215,2017-12,1267843.495427688,524530.8080808084
216,2018-01,1281268.193414803,1146029.797979799
217,2018-02,1221742.997273763,702185.8585858591
218,2018-03,1235190.204140979,547527.7777777783
219,2018-04,1266713.499162992,503970.202020202
220,2018-05,1295876.233551799,829770.202020203
221,2018-06,1235397.262973528,660681.8181818188
222,2018-07,1266854.059982457,755146.4646464647
223,2018-08,1291312.876058745,4411703.030303032
224,2018-09,1204171.988999849,3067681.313131313
225,2018-10,1283785.459608394,1303667.171717172
226,2018-11,1274404.417878403,676109.5959595963
227,2018-12,1278767.746920932,517136.8686868689
228,2019-01,1269076.475411315,1146485.858585858
229,2019-02,1238023.85457024,711350.0000000008
230,2019-03,1193046.216966421,519625.7575757585
231,2019-04,1319780.926845283,517197.4747474751
232,2019-05,1247834.345349362,795935.3535353543
233,2019-06,1173411.191746587,616087.3737373739
234,2019-07,1261206.768135238,758700.5050505047
235,2019-08,1231066.062055671,4219639.898989899
236,2019-09,1234443.240145203,3178593.939393939
237,2019-10,1232893.845903398,1236124.747474749
238,2019-11,1173345.284387281,620418.1818181823
239,2019-12,1167681.192777284,463223.2323232323
240,2020-01,1185340.381880343,1070104.04040404
241,2020-02,1158573.733572137,669423.2323232329
242,2020-03,1102975.956766752,478555.0505050509
243,2020-04,1069097.254016093,409707.0707070709
244,2020-05,988638.9338912475,625515.1515151517
245,2020-06,1036717.420791491,543666.161616162
246,2020-07,1123134.619458886,679405.0505050507
247,2020-08,1034689.413348303,3542853.030303032
248,2020-09,1033503.497232944,2704048.484848484
249,2020-10,1038141.335213686,1019232.828282829
250,2020-11,1025536.463945833,548987.8787878793
251,2020-12,1041368.511505567,407024.747474748
252,2021-01,1042315.519805253,932336.8686868686
253,2021-02,1093833.850154576,629641.919191919
254,2021-03,1097319.760437522,479892.424242425
255,2021-04,1050632.857852215,393536.868686869
256,2021-05,995975.2390833054,631147.4747474755
257,2021-06,1032288.881367043,546401.0101010106
258,2021-07,1008829.162470609,613460.6060606062
259,2021-08,1030507.053262285,3515124.242424239
260,2021-09,1061754.861979073,2803466.666666667
261,2021-10,988844.5803334856,956015.151515152
262,2021-11,1050118.695205122,576235.8585858587
263,2021-12,1066319.424661131,411768.1818181822
264,2022-01,1039003.154924036,929651.0101010099
265,2022-02,1061300.928645298,600392.4242424247
266,2022-03,1071498.377691259,467921.2121212126
267,2022-04,1123673.97073752,413159.0909090913
268,2022-05,1172135.022077367,754945.9595959596
269,2022-06,1198106.620193669,641496.4646464653
270,2022-07,1179177.497336947,723117.6767676764
271,2022-08,1193524.276691346,4060788.383838384
272,2022-09,1194402.768830502,3141869.696969696
273,2022-10,1177421.53676662,1137763.131313131
274,2022-11,1380694.564572272,774526.7676767681
275,2022-12,1148498.210050117,438572.7272727276
276,2023-01,1162771.941826246,1048370.202020203
277,2023-02,1134944.806979158,631612.1212121218
278,2023-03,1179884.313705408,515256.5656565663
279,2023-04,1156367.884836585,421011.1111111117
280,2023-05,1210863.322374812,790427.7777777787
281,2023-06,1159602.172732754,624056.060606061
282,2023-07,1219545.063643318,754509.5959595959
