month,date,deep-subprime_yoy,subprime_yoy,near-prime_yoy,prime_yoy,super-prime_yoy
96,2008-01,.0483786678322107,-.0666706676858742,-.0499089471893693,-.0835479850436231,-.0103709874614797
97,2008-02,.1043985899568489,-.0204131161686981,-.0377236436681827,-.060466886357543,-.0516734706844786
98,2008-03,.0017063261033833,-.2033650978323561,-.1465099898811535,-.1808002357348829,-.1666910779280696
99,2008-04,.1187409531519049,-.0503799741339694,-.055786152253543,-.1056398984293909,-.055696172541649
100,2008-05,-.0178843169906988,-.1944777221943667,-.1936724748966332,-.1725240943835163,-.133142444500917
101,2008-06,.0178936151318706,-.2486866129254507,-.3081957145816686,-.294625596729958,-.2205591422074216
102,2008-07,.2108742141492622,.0682284522121897,-.0810762564710083,-.0894996890182111,-.1346365498576286
103,2008-08,.02126159763607,-.0727792436235709,-.0404183999405734,-.0123093685432155,-.0104918554724067
104,2008-09,.3126069190173718,.1840329975626803,.2691144939406427,.2677955051320435,.190657672931097
105,2008-10,.174445280764755,.212229333515869,.2004866167479857,.1824349754687816,.2077935093920691
106,2008-11,.018494058996368,-.0305424898087171,-.0820246227004373,-.0938358274942732,-.1130037442112515
107,2008-12,.4224626117133937,.160671030768923,.1080677174547579,.1019700165883863,.0895180581153679
108,2009-01,.264837185213957,.0922840540275291,.0092044568949171,.0700926566500513,.0016465829020387
109,2009-02,.2535098346636264,.159748029473027,.0956180232455295,.0315087241237514,.0145594639865998
110,2009-03,.304466916254209,.3231535629196438,.1420609413774884,.1723062956587273,.0947907283313194
111,2009-04,.2202584350102947,.1827216910254318,.0841244155830475,.0779434088043247,.0035417990833976
112,2009-05,.3292333965497831,.2222248619677079,.3034182164473619,.1119652238625261,.0812717873697829
113,2009-06,.3922759400622008,.4891186601938401,.2751292760009202,.2566778216135111,.1453965730595875
114,2009-07,.1276039810634941,.0359272441113867,.0003496688741716,.0016289329056386,-.0192969195535482
115,2009-08,.1196493372833344,.0476325982135783,.0852771012288197,.0341295739003124,-.0098652441806823
116,2009-09,.0981050520574884,.0792173131956401,.057146762224705,-.0427345878541846,-.0380511801074812
117,2009-10,.093521907543111,.0174036002418663,-.0512001273709943,-.1932253196502112,-.217790040436987
118,2009-11,.2234505617640032,.1922444226752675,.126989213796858,-.014654700829427,-.0271880250496413
119,2009-12,.0894428536930346,.0875086956771708,-.0533422544412365,-.1036110513754279,-.1297086791583579
120,2010-01,.0687728593700262,.0565396425063595,.0106321444969861,-.0839185955916077,-.0700116141307204
121,2010-02,.0755378339698308,.0569425708419543,-.0630449525285791,-.0932362723340444,-.1166995766825388
122,2010-03,.1266245923706965,.1944250871080145,.0661642350809872,-.0445237503835419,-.1094815510521899
123,2010-04,-.0008856917440965,.0816429465309602,-.097112490823079,-.1344221620352956,-.1872111870861818
124,2010-05,-.1319624554424615,-.0354084135802221,-.2227791633004316,-.1854479108294805,-.2011150989334887
125,2010-06,.0372007370756478,.1493662700963398,.006378615492361,-.0856004424088594,-.192758606186781
126,2010-07,-.1544364359388597,-.0373020175477965,-.2094596503121203,-.3057079699829024,-.2854413335887038
127,2010-08,-.0407299531802456,.0935111969578084,-.0042690576242535,-.0386132363417332,-.1041828500589987
128,2010-09,-.0372466218691296,.0484664172385508,-.0002984349178585,.0161941258782482,-.0817494542937763
129,2010-10,-.1292241850911623,-.0177187205150488,.0004104429382274,.0529961709038009,-.030213699189066
130,2010-11,-.163061532089683,.0510627247922609,-.0045302627786137,.0282508425137064,-.0184879886952429
131,2010-12,-.2266495417306318,-.108078960445765,-.1272267888049776,-.1900325248655944,-.2347311827956991
132,2011-01,-.1703881212281425,.0142172172612499,-.0583749306711041,-.0625746444211207,-.1545746076173384
133,2011-02,-.2396142847994019,-.0598371853653969,-.1042867605876529,-.1361821492429593,-.1542967581793163
134,2011-03,-.2086724031120271,-.0331419889892164,-.1303737715559417,-.1443104272197262,-.1223374047865863
135,2011-04,.0491108196704819,.125692315137011,.0821464150130591,.166935667833056,.1574935148824466
136,2011-05,.1625243217929866,.356929537842728,.3027157235376247,.4061537157370666,.3490220192672802
137,2011-06,.0136735422216206,.1815161845568582,.2066140498554008,.2274254026442862,.1863826711039606
138,2011-07,.0788427111351554,.2778670473375747,.352072353729344,.3956910141881239,.3005370423594983
139,2011-08,.2572621735813442,.3784002715801333,.4992894693719652,.5726329648278624,.311022698582506
140,2011-09,.139091526166639,.2749312703628652,.2668269815138775,.2925679421355603,.1060115501102369
141,2011-10,-.0339752270317697,.0396904619528105,.0007208138396263,.0009751658869236,-.0966962229024017
142,2011-11,.0114915554285803,.0467235269607026,.0193148245974448,.018672495863041,-.0162985584701241
143,2011-12,.0175856680981536,.0599001861137786,.0431752387996891,.1313438343659558,.2251867143675501
144,2012-01,.0975603279680255,.2167341828517567,.2005532980133281,.3153360100893112,.1561185506299677
145,2012-02,.145919533699191,.0754574263101734,.1623585885793443,.2227341091395239,.0245459247046139
146,2012-03,-.0057166401945863,.0232502571662302,.086647493386316,.2428661421544313,.0529202421852126
147,2012-04,-.1614833281396072,-.0114268296018986,.1320810111464962,.0350795014882327,.0613287980051647
148,2012-05,-.0760959480022559,.0563324224783171,.1403895256862156,.1501159339640137,.1512604832703578
149,2012-06,-.0250092432662117,.0615749584776463,.1174384229648156,.2507277137659188,.3324422022830906
150,2012-07,-.1170232630240172,.1067231395795971,.2250461634002691,.2582806717064345,.242831921693075
151,2012-08,-.25657306341675,-.0252969650249528,.0117961278408569,-.0495973566649627,-.1464928199631925
152,2012-09,-.2094191563034602,-.0528956924087055,-.0877881111087232,-.1444530515725623,-.1868329549977202
153,2012-10,-.0602456807337949,.134076504514052,.1579121421743828,.1299116020252995,.0750374360443325
154,2012-11,-.2052923849777571,-.1011406951265051,-.1358626593625121,-.1073627453508326,-.1769510518457196
155,2012-12,-.2402159374592581,-.0744771278380496,-.0816763143578427,-.0837389162138731,-.2626736241293988
156,2013-01,-.165630749131944,-.0833889814376938,-.0708840807016902,-.0799354919715554,-.099002018221782
157,2013-02,-.1810456563205455,-.0306061256672418,-.1538738470323883,-.1101226622269295,-.1250442225884677
158,2013-03,-.2057952260769132,-.1675037500544198,-.2013182816880067,-.279739887198179,-.275547231651644
159,2013-04,-.1638731975620633,-.1747356353645753,-.2595789945627095,-.2607594124815598,-.3985143763301756
160,2013-05,-.2027651410941676,-.2904770474010674,-.2534505574737994,-.2990673800758831,-.3855473820856778
161,2013-06,-.3424759877972167,-.3060817467500741,-.3437497102555624,-.4107008654755263,-.4976640230713778
162,2013-07,-.2959920199501248,-.3816408825767181,-.3762231803633212,-.4101520559331151,-.4615687379249855
163,2013-08,-.1862819174305767,-.1935142930215801,-.1098745420910281,-.0951854528079541,-.2392606300563773
164,2013-09,-.0925568893930405,-.0850128167172554,.0108336572912399,.0261461283892683,-.1666197304959006
165,2013-10,-.1514535560987366,-.2132012331480418,-.1712199874022403,-.1748605756219189,-.2444023222564011
166,2013-11,-.1072869033754643,-.1404966451370156,-.1038605064415802,-.1311339134118822,-.168715816321948
167,2013-12,-.090084250085267,-.2411088687750001,-.1610343794721609,-.1594476478661464,-.0964883943527161
168,2014-01,-.1672503605538916,-.1319492156003621,-.0494765846410524,-.0275983808193736,-.0691972398066442
169,2014-02,-.1258071822661358,-.0937435560613116,.0443870614356838,-.0587075200357436,-.0891424513927581
170,2014-03,-.1328174969197934,-.166629425551842,-.0224819290823197,-.0205223415033413,-.0614059891204829
171,2014-04,-.1366774879009031,-.1133438396650748,-.0426363031914893,.0158537349548584,.0270234642762983
172,2014-05,-.2347211202945547,-.0376794708705346,-.0094864752528498,.0141193863287286,.0605739436619722
173,2014-06,-.0947835967358743,-.0700794521075008,.0280403321135741,.0672583785859247,.0850819530958468
174,2014-07,-.0433891401518159,-.0328891513786866,-.0314266941019827,.0872733783371568,.0885696898632244
175,2014-08,-.1545451615697135,-.0527774381546241,-.014610994619271,.0111248665125358,.0320466870183623
176,2014-09,-.0789923991903791,-.0252504142385208,.0236768303697417,.0469685950490037,.0877608330780262
177,2014-10,-.1648880165947878,-.0777609160165861,-.0419638684460215,-.0092949562405791,.0002522943013009
178,2014-11,-.221976553224465,-.1597964469412324,-.0630722631753765,-.0597539802740942,-.0354252871079619
179,2014-12,-.0630350411968625,.2017866526537049,.1621919677567792,.214263821629784,.2118505472386457
180,2015-01,-.2067421887891581,-.1000552543942171,-.0200702102762317,-.0118050391496438,.048944249644
181,2015-02,-.1928674439637263,-.0446307805751602,-.0755888550690706,.0279305370658103,.0757574937337934
182,2015-03,-.1249070761849123,-.0121169249024482,-.0268353906270219,.063942319940892,.1547824839507948
183,2015-04,-.1881923130235044,-.0893188043284477,-.0229868664194558,-.0851585780173478,.051685818319383
184,2015-05,-.1280533221675112,-.0995012992575082,-.03224121049557,-.0240139313134061,-.0096911385344766
185,2015-06,-.1252025469566607,-.1048694407321745,-.0183653929845933,-.0270786823635228,.0203055852641844
186,2015-07,-.1324613564684344,-.0400678541136559,.0325177852558668,.0226545013204205,.1454034762393362
187,2015-08,-.0951779113772511,-.0947758906290331,-.0615138824488992,-.0398261137037589,.0005352623167684
188,2015-09,-.1810112422259269,-.0730994221128094,-.0576298806906157,.0068814987386046,.0378600168428933
189,2015-10,-.1267340746540208,-.0219117695618204,-.0449894677194848,-.0575575620849167,.033566742240324
190,2015-11,-.118720073833108,-.0252143709975031,-.0281907745055503,-.0405761116393093,.0457315024305011
191,2015-12,-.1532396732000159,-.0710802824926131,-.0657883059698946,-.0642691926423601,-.0149486141388966
192,2016-01,-.1382979129452356,-.1084413321606953,-.0609884807912674,.0077371829276613,.090167942719928
193,2016-02,-.0487473476153272,-.0779286649936271,.0307231723131784,.0226514334363872,.099916966509825
194,2016-03,-.051145160073993,.0031356832671166,.0193785566133063,-.0699316105055454,.0626048175708403
195,2016-04,-.1785638496381448,-.0734362393811399,-.0109355860344381,-.0755545873724722,.0683581706063718
196,2016-05,-.1592915041914567,-.0830433211840725,-.0360870101217067,.0120277810066265,.1116016950288969
197,2016-06,-.1322537023992762,-.0878735353255213,-.0195536722636533,.0059560559288191,.0395177420549668
198,2016-07,-.271690880201053,-.1895896656534949,-.1574900150422745,-.1273754677878667,-.0491043661221542
199,2016-08,-.0330954857225605,-.0207959836911719,.0287579730878042,.0485136604089656,.1039114385503672
200,2016-09,-.10412993946864,-.1208906889814705,-.0632648588198542,-.0832324942196594,-.0225990636165535
201,2016-10,-.1772795870118021,-.1717405309903809,-.0830267726773186,-.0472111737334339,-.00615366696432
202,2016-11,-.0740379755038559,.0316567750843474,.0948549028148312,.1381497588101849,.1645049001231732
203,2016-12,-.1889769556043978,-.1077289552323965,.0107783818543208,-.0089606262138781,.101591316260933
204,2017-01,-.077415425502464,-.0042287075640263,-.0105878385972793,.0027764457833531,.0658454122451714
205,2017-02,-.1190328632917621,-.0892501817625224,-.0358524226801585,-.0349336813884581,.0505650363727869
206,2017-03,-.1299547680547923,-.0513036019595771,-.0648302127964835,.0601796068011656,.0668661916257968
207,2017-04,-.1439045031401723,-.0678216775829284,-.1681126312277011,-.0030465567736795,.0310181455249464
208,2017-05,.0285241948993127,.0570196000199487,.0875465274225133,.0716937681438228,.1321277667361348
209,2017-06,-.0845845682832302,-.0870199762838639,-.0600927212840091,-.0727988210929843,.1253380557208473
210,2017-07,-.0106365023004608,-.0496189448205933,.0188135219302983,.0500685144495436,.0600371182934339
211,2017-08,-.0570616691923627,-.0344267914946286,.0966905263275287,.0214459251031653,.030074042791819
212,2017-09,-.0961891658894633,-.1330266717309803,.0319734182788943,-.0549995071297889,-.0387300005995777
213,2017-10,.0359304194726196,-.0048199073382151,.093225488816992,.0641432721792636,.0737208374374619
214,2017-11,-.1022471186658942,-.1800215866162982,-.0696546854176197,-.1042228082736393,-.0446175637393777
215,2017-12,-.0610649183364815,-.1396233654122842,-.0249705399680461,-.0157375102071126,.0000402805540591
216,2018-01,-.0612814172888111,-.0299696453137158,.0034112522638897,.0069246339197552,.0654041038525963
217,2018-02,-.1828225884166912,-.1570546991938234,-.0610211134785764,-.0341695391059911,.0169321754884118
218,2018-03,-.160381084414067,-.1909720325972854,-.0514163377452965,-.1211283749981781,.0320581660383986
219,2018-04,-.0628262626472836,-.1142133025632575,.0261497400453574,.0661823052377442,.102676098226625
220,2018-05,-.06498475438812,-.0581099635279294,-.0435281570484874,-.008745348005369,.0229712054088752
221,2018-06,-.1895160628171368,-.1137531776956296,-.0789853494507944,-.0390643804777211,-.0412570252513267
222,2018-07,.0827054367159193,.0323513215859032,-.0379947628159939,-.0044355350465843,.088529149517866
223,2018-08,-.0623904398577995,-.0727993364312451,.0088282682547799,.0229620977582388,.0331059396790719
224,2018-09,-.0814483225487748,-.1097464521188633,-.0855581749707879,-.0170262431466333,-.0356815224525672
225,2018-10,-.0820067047388015,-.0403911463044178,.0095345443877438,-.005155449194307,.0296492454502215
226,2018-11,-.0229942405258671,-.0514735886061789,-.041483817516103,.0394698262877807,.0415314855641028
227,2018-12,-.0557030608745249,.0312523225566703,-.0557652240322092,.0420494255474272,-.0452533796541044
228,2019-01,.0740687701065358,-.0945789191751411,.0125473477190616,.0021588093378026,-.0069590065187865
229,2019-02,.0532733479955429,.063874991433075,.0143099882197748,-.0239867690526029,.0165389062566917
230,2019-03,-.0874316415312294,-.0382668176738395,-.1062892850578938,.0180547112462004,-.0362650839071374
231,2019-04,.0597394426144559,-.0030627990105995,.0666250714135373,.0048772505819449,-.0276908106278555
232,2019-05,-.0466425848455858,-.0712178212366059,-.0404892629258268,-.0153474806940156,-.0294656854319987
233,2019-06,-.0170396409721311,-.1075920034070699,-.1317424534007806,.0001141922555551,-.1100480523126206
234,2019-07,-.0851910642171851,-.0723263101746903,.0181903839610544,.0207172929578201,.0885412287387405
235,2019-08,-.0685255969963075,-.0781797203401458,-.0642685911752753,-.014866348681305,-.0165405389580923
236,2019-09,-.0235330048999428,-.0159691660984855,.0479022743623456,.0644549713966988,.0794766569412207
237,2019-10,-.0442931508022438,-.0836098751204873,-.0776666360772084,-.0470105965104607,.0233059403141791
238,2019-11,-.138253834000926,-.056653783973189,-.0849858356940505,-.1075571286156989,.0061144130071078
