month,date,low_yoy,moderate_yoy,middle_yoy,high_yoy
211,2017-08,-.0254293387804508,.0018430275086925,.0288866114101698,.0368626258441637
212,2017-09,-.0994057145056328,-.0917275106425812,-.0381465541227,-.0455584624628831
213,2017-10,-.0725026748370782,.1010526780837321,.0300835408950317,.0650910924876131
214,2017-11,-.1178884659937117,-.1216342871330134,-.1021815595681028,-.0761181411207049
215,2017-12,-.1131030762640608,-.095261262183984,-.0408860552558441,-.0372223614941087
216,2018-01,-.101233031963393,-.0144729276948401,.027435061688896,-.0193649427314173
217,2018-02,-.1846761957225555,-.0810697693885235,-.1264262420435822,-.0421935078862699
218,2018-03,-.1721939743492448,-.1162129113468795,-.1259985194623229,-.0842060401396332
219,2018-04,-.025729047470439,-.0371637559874702,.0030382987488778,.0439970545259664
220,2018-05,-.1129157552589075,-.0250166649221301,-.038699383881192,.000450578242076
221,2018-06,-.1235719564348285,-.1376739562624252,-.1268852145024889,-.0269571360092844
222,2018-07,.0374523910283542,.0156460829252198,.0117645264189125,.0829625005791084
223,2018-08,-.0115116523539214,-.0078473702674265,-.0225219881603697,.0148219278813762
224,2018-09,-.07367667587818,-.0631486572080631,-.0910833652905224,-.029903918010648
225,2018-10,.0276647510382145,-.1244197859158213,-.0181454286152786,.0367300126527991
226,2018-11,-.1244137620530519,-.0275804075229577,-.0326138489843766,.0432739765072982
227,2018-12,-.0664198060892273,.0212969688965195,-.0659730254235019,.0286107089664948
228,2019-01,.0080304912157613,-.0373551849542098,-.0333737719736431,.0552362107636481
229,2019-02,.0170096249585133,.0048473570517655,.0316859225191478,-.0065978660709657
230,2019-03,-.1202328566189951,-.0810215799818501,-.0630472496730115,-.0019325456315235
231,2019-04,.1092821297647432,.0358481321097026,.0056865827451581,.0071161366800477
232,2019-05,-.0872020002995841,-.0484495247996921,-.0304174959136579,-.0316242702251872
233,2019-06,-.0964986246077706,-.0373744786725612,-.0426560360673847,-.112407793925094
234,2019-07,.0232638180705689,.004542062327904,-.0173084171643483,.0198654919540591
235,2019-08,-.0793963469303617,-.0428460301659046,-.0314478517329335,-.0251659059408519
236,2019-09,.0068737770020644,.0183506267064561,.0395082316772373,.0707683161727303
237,2019-10,-.0366825179772911,-.000695730423208,-.0464730758147535,-.0701129993771685
238,2019-11,-.083529731042265,-.1210699764916188,-.0553015467088329,-.0703788702339249
239,2019-12,-.1072448217057239,-.1195610506334368,-.095534543482738,-.0874139327663026
240,2020-01,-.1052389014296466,-.0591684100782738,-.0638048215196557,-.0509649652378815
241,2020-02,-.2191750486602408,-.0291769459391204,-.0683945814968471,-.0083570896435319
242,2020-03,-.1487695166640613,-.0690440027100392,-.044438089375428,-.1089410927211248
243,2020-04,-.3232854736504369,-.1699309639478385,-.206712385045665,-.1818788501026699
244,2020-05,-.278721013898181,-.237014076310765,-.2176932611729181,-.157979730122537
245,2020-06,-.1340993237661025,-.1111140036073561,-.1420040613789731,-.0745857079843775
246,2020-07,-.2276232357081459,-.1371732141256039,-.0680528398252306,-.0803889968209112
247,2020-08,-.2274278280526888,-.1764051110595111,-.1492240117130319,-.1319036021720583
248,2020-09,-.2236060891843276,-.1511329874339173,-.1334755371898659,-.115384828071309
249,2020-10,-.2912732434551095,-.1350364887427908,-.1861180374961535,-.1058399515197907
250,2020-11,-.1759113507784858,-.0813807358412563,-.1397972276246933,-.0708036603701206
251,2020-12,-.133821256868132,-.1361642973299063,-.1041410260475059,-.1345064926899452
252,2021-01,-.1999558503537222,-.1508143153654977,-.1321045079102596,-.1156514932986251
253,2021-02,-.0400035824103651,-.092786014900187,-.0401028813333673,-.0417300809762613
254,2021-03,.0889559912676228,.0503579327894974,-.0408133244395528,.0289922226704972
255,2021-04,-.0445440106203922,-.0945098160013146,-.0651955406556645,.0015104115311179
256,2021-05,.0069304678065773,.0345086563493518,-.0185269121813034,.0068966046304683
257,2021-06,-.1496369065498171,-.0186179225745446,-.001263972188007,.0455400602276529
258,2021-07,-.0574345575071364,-.0582229529369411,-.1213921047480903,-.1059256218385924
259,2021-08,.0153342197398737,-.00944196954477,-.0297917590501092,-.0024606841163796
260,2021-09,-.0095208588444167,.0186727485119889,.0470484733587323,.0308031215696869
261,2021-10,-.0502815006726124,-.0981865503488325,-.0365247439828784,-.0974670585633482
262,2021-11,-.0000189121718738,.014283528490554,.1047142768505294,.0608804796926342
263,2021-12,-.0673984686671451,-.0169062323513878,.009899875165695,.073367718887413
264,2022-01,-.0460129551038644,.0323501288948168,-.0057916865137819,.0031441380967778
265,2022-02,-.1061666200205241,-.0731917114825447,-.0570793373843922,.0017126160789186
266,2022-03,-.0649017293388039,-.0779723034842543,-.0016314507748737,-.0158811495296997
267,2022-04,.095796943231441,.0197136782423815,.0868215478723236,.019637063390841
268,2022-05,.2203528287129565,.1953529661797942,.2450180843885046,.1468334692032424
269,2022-06,.1676986369680852,.1408126462801668,.2128465914853988,.1445543059853575
270,2022-07,.2176933607118403,.1414294665410877,.1878872418387755,.1701233003243633
271,2022-08,.2027640581811592,.1895964387970517,.1749922139423036,.1488201878553502
272,2022-09,.2140789545547073,.1437943545128294,.1299545657230305,.126801109046539
273,2022-10,.2768363953036972,.1737143651192372,.1850928002480164,.2542293836689777
274,2022-11,.3614373522458625,.3624993344809819,.3517861595939935,.3701140767939239
275,2022-12,.1458936684645427,.0871831934226547,.0608081200679222,.0146825807581749
276,2023-01,.3545801369013998,.1280538273134207,.1200630314644972,.1050951520218346
277,2023-02,.1558292453814838,.0946305051402464,.0856088529419909,-.0541093160670236
278,2023-03,.1258690817287456,.1531158523408174,.0799313512053261,.0667823754487022
279,2023-04,.0493377108570139,.0552899050330274,.0134012595917191,-.0033795201081457
280,2023-05,.152265250024924,.0607462371885043,.0274951395461878,.0297092848158465
281,2023-06,.1251445755262545,.0196115800999259,-.0417902107471937,-.0538610675142772
282,2023-07,.0207414069306656,.0650548251671004,.0766028820504553,.0056450243470361
283,2023-08,-.0191833874577116,-.0282739402396473,-.0258732729911501,-.0044484530108754
284,2023-09,.0123627946541029,.0073637182193786,-.043873607832062,-.0359441508613462
285,2023-10,.052443012802603,.1103529454621613,.080732722930893,.04277967020328
286,2023-11,-.011627260856278,-.006955592967557,-.0812194720651214,-.115174767511109
287,2023-12,.1033435355221664,.1346738407868042,.0721403344385176,.0878212422019073
288,2024-01,.1282434520904511,.12384451055164,.1649305340925688,.1088435374149662
289,2024-02,.1199656853892,.1207629344860439,.1455920038488341,.1591354579483765
290,2024-03,.135697887562065,-.0352160968400063,.0288090368212212,-.0195015530247021
291,2024-04,.2852796478508536,.2180182933254639,.2839998928504444,.2363865364882655
292,2024-05,-.0526920795016309,.0487473485916009,.0430496706620837,.0752163478081329
293,2024-06,.1416213309716598,.1167476039509615,.1773729968401697,.1641407805155487
294,2024-07,.0174128864720921,.0542899817387159,-.0323170209625143,-.0504068833338634
295,2024-08,-.0724779116790089,-.0784624576771544,-.0875926230277207,-.0949210015241415
296,2024-09,-.0045822088703552,.0043942516313491,-.0082548649163772,-.0313356930201665
297,2024-10,.0521868549889573,-.0023024021568577,-.0410314478893096,-.0640510237645695
298,2024-11,.0283010404817547,-.1415531543950415,-.148874679588805,-.1788737183142143
299,2024-12,.1764230097366719,-.0824731633863987,-.0289107120252722,-.1000369617338928
