month,date,vol,vol_unadj,age_group
100,2008-05,1436257487.88864,899138976,Age 45-64
100,2008-05,2316204197.50513,1861103960,Age 30-44
100,2008-05,5136287322.11657,2900540968,Younger than 30
100,2008-05,95870475.3560477,69614128,Age 65 and older
101,2008-06,1242262907.11613,873805368,Age 45-64
101,2008-06,1755315590.4726,1673416008,Age 30-44
101,2008-06,4557382651.40555,2954532600,Younger than 30
101,2008-06,76722090.081883,57210960,Age 65 and older
102,2008-07,1544177835.3599,1375018240,Age 45-64
102,2008-07,2589284593.01692,2608190904,Age 30-44
102,2008-07,5671262401.48927,4726573888,Younger than 30
102,2008-07,91241911.312818,92208768,Age 65 and older
103,2008-08,1940506474.85457,5070457824,Age 45-64
103,2008-08,3023681531.64556,5677486664,Age 30-44
103,2008-08,6396985287.20167,19409046408,Younger than 30
103,2008-08,91923106.0553388,214174416,Age 65 and older
104,2008-09,104015209.78523,211208328,Age 65 and older
104,2008-09,1982505026.54605,4365149112,Age 45-64
104,2008-09,3256337046.7653,5351376192,Age 30-44
104,2008-09,6583112776.96618,15242392808,Younger than 30
105,2008-10,110133206.280363,111517728,Age 65 and older
105,2008-10,2136628282.37825,2268071248,Age 45-64
105,2008-10,3340346620.21099,3582720584,Age 30-44
105,2008-10,6881097141.51946,7453478272,Younger than 30
106,2008-11,2010343500.6778,1231424960,Age 45-64
106,2008-11,3133654082.7254,2300689640,Age 30-44
106,2008-11,6511893695.4635,4134539000,Younger than 30
106,2008-11,91539619.3505887,57379616,Age 65 and older
107,2008-12,101741176.814356,72572352,Age 65 and older
107,2008-12,2228375020.92395,1192686900,Age 45-64
107,2008-12,3512314354.03839,2408736432,Age 30-44
107,2008-12,7085474811.90075,4209556200,Younger than 30
108,2009-01,2225296365.5043,1789021392,Age 45-64
108,2009-01,3755633472.48504,3585745136,Age 30-44
108,2009-01,7169965435.2327,5661518224,Younger than 30
108,2009-01,75573787.3822934,62634888,Age 65 and older
109,2009-02,2115108830.82762,1318862856,Age 45-64
109,2009-02,3760165925.06013,2850558544,Age 30-44
109,2009-02,7244707640.42269,4033843080,Younger than 30
109,2009-02,83142819.0228779,55830120,Age 65 and older
110,2009-03,2155598204.72997,1363836432,Age 45-64
110,2009-03,3682209752.7316,2790640512,Age 30-44
110,2009-03,70433113.3281831,46479744,Age 65 and older
110,2009-03,7234469238.73349,3288027600,Younger than 30
111,2009-04,2150452335.98277,1360860872,Age 45-64
111,2009-04,3561328873.31388,2647611416,Age 30-44
111,2009-04,7094102175.57876,3081614528,Younger than 30
111,2009-04,76315713.5828137,46550288,Age 65 and older
112,2009-05,2127072605.1393,1271025832,Age 45-64
112,2009-05,3714009698.79212,2920165320,Age 30-44
112,2009-05,73579250.8875771,56010032,Age 65 and older
112,2009-05,7507269787.02219,4180676216,Younger than 30
113,2009-06,1528104595.52692,1081645920,Age 45-64
113,2009-06,2643868500.72909,2522856600,Age 30-44
113,2009-06,6098040755.35271,3997285668,Younger than 30
113,2009-06,63334252.1000191,45342168,Age 65 and older
114,2009-07,104023805.931714,103702296,Age 65 and older
114,2009-07,1891918543.58066,1619967984,Age 45-64
114,2009-07,3362108743.76398,3345100368,Age 30-44
114,2009-07,6520048470.41763,5176986112,Younger than 30
115,2009-08,2125752885.89482,5650350912,Age 45-64
115,2009-08,3459102676.3424,6537927488,Age 30-44
115,2009-08,6801808920.94621,21172024448,Younger than 30
115,2009-08,91038747.2825442,216880176,Age 65 and older
116,2009-09,2121673490.69354,4807905928,Age 45-64
116,2009-09,3531346029.04096,5929109460,Age 30-44
116,2009-09,6679234074.23675,15571613572,Younger than 30
116,2009-09,97535293.5789521,202655592,Age 65 and older
117,2009-10,2164048689.74062,2216689572,Age 45-64
