month,date,yoy_num,yoy_vol
84,2007-01,.0251828305846927,.1242730165688211
85,2007-02,-.0824593047727094,-.0052537768070764
86,2007-03,-.1552750706321062,-.0884346926451043
87,2007-04,-.0741919667605765,-.0349708806954402
88,2007-05,-.1331985864845149,-.0990421662709058
89,2007-06,-.183420017441385,-.157359535962815
90,2007-07,-.1761143636679458,-.1562586368823705
91,2007-08,-.2705484905390994,-.2783508582343135
92,2007-09,-.3740590077367051,-.3993274093687742
93,2007-10,-.3384765151562974,-.3808521711843372
94,2007-11,-.325404975809106,-.3603589062903031
95,2007-12,-.3552865080023209,-.3998473810144158
96,2008-01,-.3232149741120089,-.3875286749440795
97,2008-02,-.0177098376421622,-.0709186495647699
98,2008-03,-.1949461789188289,-.2490214322681348
99,2008-04,-.1789498708656342,-.2415476928986975
100,2008-05,-.2985942218566012,-.3435925415196721
101,2008-06,-.3302961238123392,-.3834923096915647
102,2008-07,-.3135148570559419,-.3816259561426489
103,2008-08,-.3743970943854265,-.4193957886468435
104,2008-09,-.2222181348806365,-.2672392307983159
105,2008-10,-.2563164515226526,-.2761492505054839
106,2008-11,-.4602150184345098,-.5029283442049681
107,2008-12,-.2237357870501376,-.2480849158640204
108,2009-01,.1871498001111186,.2117035942062641
109,2009-02,.0291540953233014,.0199339045108971
110,2009-03,.1552179591027052,.1345215476086985
111,2009-04,.2324902498936267,.2552590806372505
112,2009-05,.4313595974839707,.4607344275513314
113,2009-06,.5696248276065468,.6010050333310635
114,2009-07,.433555738892031,.5104884697640235
115,2009-08,.2617295760186424,.3118907103871813
116,2009-09,.2562546507863762,.304572824024242
117,2009-10,.2858418028553967,.306546258861513
118,2009-11,.8828034874755802,.9891255461650404
119,2009-12,.3414179239723995,.3595199524753943
120,2010-01,-.2922498536573129,-.2967560009530161
121,2010-02,-.4677795643767504,-.4793604848605487
122,2010-03,-.3541287816995928,-.3752726359036765
123,2010-04,-.3754062297850179,-.4069208677525226
124,2010-05,-.4413116866803058,-.4775645292205237
125,2010-06,-.3317509317687845,-.3358168963237613
126,2010-07,-.2612753776888694,-.2246977703163944
127,2010-08,.173088522672456,.2502608820536236
128,2010-09,.3261240594143896,.4402943115896737
129,2010-10,.261642483883476,.3462580540379711
130,2010-11,.2906238429997289,.3981511797282187
131,2010-12,.250436963060409,.2850222375715649
132,2011-01,.2316562489896088,.2580146648935112
133,2011-02,.0763394946457277,.0969071947699884
134,2011-03,-.1052137623972084,-.098649142548663
135,2011-04,-.1868859754067896,-.1868562340124902
136,2011-05,-.1464978818801271,-.1277037551462723
137,2011-06,-.1879588403999091,-.1946838949526441
138,2011-07,-.1365766452286711,-.179699177171991
139,2011-08,-.2062804511237449,-.2360024061068265
140,2011-09,-.1645131353737461,-.1608255910385875
141,2011-10,-.1212559078002743,-.1122062682622393
142,2011-11,-.1510416449228638,-.1625003715003016
143,2011-12,-.1431990941510014,-.1499052034776273
144,2012-01,.0235609232311742,.0157028881640075
145,2012-02,.4945018754002387,.536802349132969
146,2012-03,.5186795924956767,.5994748811334443
147,2012-04,.5497543771255838,.6536512410788916
148,2012-05,.6731808722642538,.7827774992459443
149,2012-06,.5239477894607211,.6089580318399366
150,2012-07,.5965802081937884,.6707357962863499
151,2012-08,.5981890310829767,.6741138259770193
152,2012-09,.2266643811928652,.2059182324822747
153,2012-10,.300615001208667,.2874164092894158
154,2012-11,.2286725096735567,.2272859944686614
155,2012-12,.2848099487158032,.3294655954420501
156,2013-01,.4142368904600631,.4301893183443325
157,2013-02,.1263868344526903,.1026235870037142
158,2013-03,.0993545492311907,.0768381457558558
159,2013-04,.2042816524033656,.1870847648617069
160,2013-05,.1664760637421843,.1762618637661305
161,2013-06,.0656526948829611,.0689256068501209
162,2013-07,-.0097984959845413,-.0104196941918179
163,2013-08,-.2598500720160584,-.2884078901728858
164,2013-09,-.3392059854267122,-.3642119143959694
165,2013-10,-.4515887665317876,-.4671822702773935
166,2013-11,-.4811352471388968,-.4868939142072881
167,2013-12,-.4809131106828691,-.4959473381571179
168,2014-01,-.5722308509051335,-.5773360865689109
169,2014-02,-.5678699617797907,-.5671540209179303
170,2014-03,-.5082719737650765,-.5010772248916474
171,2014-04,-.4760873840296303,-.4608551551738348
172,2014-05,-.4479575580039287,-.4441971932308142
173,2014-06,-.3798877485491668,-.3617949701622137
174,2014-07,-.3247294824418263,-.2911622534992971
175,2014-08,-.2474085992799062,-.2042876081826835
176,2014-09,-.0542356112929759,.0136967099859764
177,2014-10,-.0063139883683553,.0603483095871922
178,2014-11,.0372888938843969,.1246451781154956
179,2014-12,.1678868631514344,.2838815276053624
180,2015-01,.1487346748993139,.2841253067539325
181,2015-02,.5705423351659735,.8249657910924029
182,2015-03,.6504990939821592,.8924768652969278
