month,date,younger-than-30_yoy,30-44_yoy,45-64_yoy,65-and-older_yoy
84,2007-01,.0232028629900669,-.0029797690941644,.0481693970949101,.1158859506784837
85,2007-02,-.1078554088909102,-.1197568253250176,-.0464960134284519,.0444643336615072
86,2007-03,-.1862770739396231,-.198602917501187,-.1178046669408147,.0036144663868827
87,2007-04,-.1371784639941089,-.1177751001878965,-.0240109358850391,.0745655581728723
88,2007-05,-.1625150001935488,-.1904830569574623,-.0814509914251791,.069151404529143
89,2007-06,-.215874657041511,-.2286706492357141,-.1417223085683115,.0009303425710575
90,2007-07,-.1837745252937305,-.200092535168287,-.155429675397857,-.0858259367571353
91,2007-08,-.2504257783227749,-.3218923000608723,-.2316753767252615,-.1777677868944604
92,2007-09,-.3714052820345611,-.3994958019153487,-.3550471247463942,-.2981283752126843
93,2007-10,-.3192988809361533,-.3677950794864355,-.3235825216607811,-.2686913019458586
94,2007-11,-.3461762085265099,-.3634701820986123,-.2944993535667628,-.1968224185408153
95,2007-12,-.3590374655457269,-.3797789658969807,-.3344208327687916,-.2800843637848037
96,2008-01,-.363266994434234,-.3491690430519697,-.2985131079194005,-.2540108660914022
97,2008-02,-.1140972768436045,-.0122964861743856,.0031216897492605,.0254845841402576
98,2008-03,-.2445188219967082,-.2069130361355206,-.1742808284750309,-.1480627175728076
99,2008-04,-.1951954889892896,-.2179888009811708,-.1455533525274629,-.1173061020704297
100,2008-05,-.2878432460123951,-.3246885512500104,-.2756181392765967,-.2958976250931376
101,2008-06,-.2841392457850919,-.3505871364867136,-.3222139050073995,-.3328633431269847
102,2008-07,-.2060191193485502,-.3508697712197091,-.3149367656363873,-.3031456659401934
103,2008-08,-.2840134508770341,-.3792061883551254,-.4008783751644954,-.3841211690406529
104,2008-09,-.0738858055108899,-.239175633700676,-.2530193173898148,-.2535455386525209
105,2008-10,-.1931632669027642,-.236771019385651,-.2827149251625645,-.3168083097261583
106,2008-11,-.3519231768652886,-.4676410718729231,-.4819863850923939,-.4951384908231568
107,2008-12,-.1333456940016866,-.2194466125347848,-.2549632167691228,-.2489722629116865
108,2009-01,.022424327146839,.2994343747469711,.1531692956164113,.0896988261502852
109,2009-02,-.1052821020426531,.0405333787290909,.0505873720678711,.0372518216458328
110,2009-03,-.0484494035294722,.157856685322153,.2081917375778207,.1935119512316668
111,2009-04,.0280862867309826,.2727561553873755,.2533367876641988,.2737540764832213
112,2009-05,.0380284280212886,.4367850807515201,.5311579082828525,.6131836067931744
113,2009-06,.2362477322281607,.4886875028006524,.7025770798907222,.9710254442411012
114,2009-07,.1598523927991603,.3673190811690835,.5616574810422261,.7592483221476526
115,2009-08,.0998138275365998,.1930233412589651,.372218634881649,.438791968156731
116,2009-09,.1074422338525483,.2056098709927982,.329670788770054,.5121824942343033
117,2009-10,.3598135674298945,.2102293337632506,.3020215488834707,.4635951777624208
118,2009-11,.8583559056240695,.8341762258338878,.9242874989214424,1.015552699228789
119,2009-12,.0884666878303968,.247628396419037,.4998593263898288,.5943437775261111
120,2010-01,-.3011597606485658,-.4149706248887295,-.202481483983601,-.11089706417149
121,2010-02,-.3268161855912035,-.5430159389175362,-.447084167947089,-.3611536292596465
122,2010-03,-.1501853993537842,-.4048113788219223,-.3648533814781781,-.3017549719566335
123,2010-04,-.1176764609456039,-.4170566124854813,-.4032593522637075,-.3578099414393162
124,2010-05,-.1620996357838461,-.4508818274182803,-.4979835054467573,-.439713150252204
125,2010-06,-.2030427465499846,-.2900811283433212,-.3854513531143879,-.4106903244357122
126,2010-07,-.4694762789675573,-.2429801254486828,-.2155032491839609,-.2400735518525295
127,2010-08,-.3532269677000953,.2189325813036767,.2824291304339431,.3805111328225422
128,2010-09,-.2517757198408597,.3500319897632768,.4979419989317293,.4472480157700868
129,2010-10,-.3573292766989132,.2350551170613141,.4917699590754118,.5587185998195228
130,2010-11,-.3408065513719826,.2608166172652324,.5151440714313591,.6170205981761375
131,2010-12,-.127123211240102,.1737404509681725,.3845637717049972,.4703932440164956
132,2011-01,-.0251579565202357,.1573501800000575,.2936916090977796,.4558368339597617
133,2011-02,-.2578036294097733,.065964165695659,.1321221055153746,.2626481715006297
134,2011-03,-.2598121400461586,-.1623411089542192,-.0548148179021889,.0948755257020986
135,2011-04,-.3742309613440051,-.2111503294505512,-.1379892831331214,.009270163686456
136,2011-05,-.28040097258238,-.1927970048770307,-.0746579929206901,-.0281787800941188
137,2011-06,-.3233210573143674,-.2299255777516633,-.1308363375190238,-.0228711995690042
138,2011-07,.0260683991571666,-.1633716976855429,-.1670363060996235,-.0387554091908564
139,2011-08,.0208614814625981,-.2453904139378524,-.2292964032909785,-.1274192827450566
140,2011-09,-.0675248402189997,-.1853077376156865,-.1615242090543613,-.1652340977683456
141,2011-10,-.089511720628158,-.1225444923823669,-.1349532208810819,-.0780348571851718
142,2011-11,-.133475408405219,-.182176039443864,-.1515560141949465,-.0388592011252869
143,2011-12,-.0947984688133297,-.1367667273835542,-.1746353079722877,-.0561787952389262
144,2012-01,-.0223363437813598,.0644671038446759,-.0125047170542819,.0938532214586727
145,2012-02,.339193215062134,.5245868397039444,.4717536284228184,.6222335410674331
146,2012-03,.2175688995033919,.5930774951658505,.5457624203779559,.4931732537183007
147,2012-04,.2065511535091993,.5756793222466262,.5803765441285856,.7116247203280078
148,2012-05,.1606837311394942,.7153295056466832,.7346034158344196,.9290952687291669
149,2012-06,.1821646722034527,.546824364715627,.5666746561661831,.6833980047229181
150,2012-07,.2178869494247436,.6530978052651712,.6054951903908652,.8117172730026427
151,2012-08,.2898964506892181,.6558657106915853,.6244346275273434,.6097840006830002
152,2012-09,.0840850515463921,.2174021435857587,.2162954562510935,.4714884407955744
153,2012-10,.2424444300013001,.3109573280937004,.2705095733133043,.4715713691158559
154,2012-11,.1216854828555826,.301848340464154,.1881854799572935,.2654502930375374
155,2012-12,.1464371689937413,.3145971556129845,.2764458361874939,.3637261941152636
156,2013-01,.1969497542656337,.4238160637887968,.4186070453895062,.5019610565409112
157,2013-02,.0468865863679176,.1029439881625336,.1296437263290512,.2403605223140852
158,2013-03,-.0018992317451912,.0743922183028236,.0988975564807967,.2671311790201328
159,2013-04,.0973464892818821,.198542721673383,.2051331553429311,.300241418993299
160,2013-05,.1662174638155932,.1810319881300188,.14310895883777,.2211753007372913
161,2013-06,.076075632145068,.0549608875102774,.0482966425331584,.1596650599431467
162,2013-07,.1060550379385627,-.0560195339982615,-.0130118872445814,.0684281530336929
163,2013-08,-.0486245103669902,-.2765274333573569,-.2982199677362397,-.2031301377854622
164,2013-09,-.0563001485884096,-.323873526420336,-.4048955929516846,-.3354557445169423
165,2013-10,-.2666056365657489,-.4628142279055181,-.4846798723940948,-.4200762124023781
166,2013-11,-.1955220306513411,-.4839068583361628,-.5314583652422531,-.4674913398507375
167,2013-12,-.2268161742575375,-.4728372503307934,-.5291247489885348,-.4940782134553831
168,2014-01,-.3145687680962039,-.5511630569800787,-.616325596785164,-.5798026483026387
169,2014-02,-.3320953739243619,-.5337702249212855,-.6190324642798838,-.5983878733130474
170,2014-03,-.2366547348883634,-.4754784470697003,-.5639928661732524,-.5605925027902851
171,2014-04,-.2064698746461795,-.4299791815854244,-.5421265267528502,-.539580457254455
172,2014-05,-.2243595063746113,-.4028556580202034,-.520200894457415,-.491301152895147
173,2014-06,-.10770428422836,-.336213628110993,-.4549027892831932,-.4530339928699694
174,2014-07,-.113163295221343,-.239609985356915,-.4233041717880132,-.3942024918924459
