fips_code,state_abbr,value
1,AL,-0.247373643985418
2,AK,0.0280709788461009
4,AZ,-0.097441493671069
5,AR,-0.376058149161097
6,CA,-0.0226909214602257
8,CO,-0.0384007350744734
9,CT,-0.0115316546010279
10,DE,-0.125387711871965
11,DC,0.183154310138977
12,FL,-0.130618306115203
13,GA,-0.0755246179714092
15,HI,-0.109077535491703
16,ID,0.117250700594653
17,IL,-0.0772718589605282
18,IN,0.133288747784795
19,IA,-0.202849670334357
20,KS,0.09813208624738
21,KY,-0.107653941974244
22,LA,-0.141030719425012
23,ME,0.0225222106473766
24,MD,-0.0677983988777301
25,MA,-0.0286014876985385
26,MI,-0.0184459695804867
27,MN,-0.04330460606066
28,MS,0.139581134414586
29,MO,-0.106510222975793
30,MT,-0.329591202002015
31,NE,0.153575680562424
32,NV,-0.246896151178998
33,NH,-0.10971632641499
34,NJ,0.0717358385119149
35,NM,-0.250674589958049
36,NY,0.16623568455231
37,NC,-0.0913747057085295
38,ND,-0.123567780571793
39,OH,-0.0598174850541039
40,OK,-0.077971537223711
41,OR,-0.139486138936227
42,PA,-0.117609958791613
44,RI,0.0514224934035334
45,SC,0.100117596069309
46,SD,-0.299224978400132
47,TN,-0.141862121886332
48,TX,-0.0501788027556
49,UT,-0.0592113888402677
50,VT,0.153367492923802
51,VA,-0.0997406645653064
53,WA,0.105056984138438
54,WV,-0.108525177681889
55,WI,-0.0289554891257285
56,WY,0.0312472696921657
