fips_code,state_abbr,value
1,AL,-0.0250287938326971
2,AK,2.52595263906501
4,AZ,0.0462213076459521
5,AR,0.316019361367367
6,CA,-0.088228813569288
8,CO,-0.19913168031868
9,CT,0.0343178315636254
10,DE,0.460499537834415
11,DC,-0.286298177139646
12,FL,0.451018626566205
13,GA,0.526529922873625
15,HI,-0.102265762092373
16,ID,0.387130411253958
17,IL,-0.0234255589202832
18,IN,-0.0980452715466736
19,IA,-0.255968443912937
20,KS,-0.0536266133214496
21,KY,0.65390433554358
22,LA,-0.147418271466176
23,ME,-0.198977597223027
24,MD,0.00948740314695895
25,MA,0.0253093070316506
26,MI,0.338586611504912
27,MN,-0.306393329740166
28,MS,0.861260724854099
29,MO,0.246617621682252
30,MT,0.0361468277703447
31,NE,0.0287179804232256
32,NV,0.10548766469773
33,NH,-0.302983521407513
34,NJ,0.17561658594982
35,NM,2.78164224005595
36,NY,-0.0469303617127783
37,NC,-0.197134054656312
38,ND,-0.54758236272517
39,OH,0.0815084216133146
40,OK,0.81581245515842
41,OR,-0.190004782818419
42,PA,-0.141381931987886
44,RI,0.410685748972247
45,SC,0.395783173946985
46,SD,-0.258149734736679
47,TN,0.921910927987788
48,TX,-0.0792114499185215
49,UT,-0.166935996934116
50,VT,2.05634635921597
51,VA,0.401541034499834
53,WA,0.172149392384961
54,WV,-0.639968100953062
55,WI,0.363428880879631
56,WY,-0.371695254216214
